Tempo;U1;U2;U3;V1;V2;V3;A1;A2;A3
0,30823;-11992,08907;19330,53163;-7338,442564;-1586,018413;10406,07065;-8924,460977;2,58925378;-0,647313445;0,970970168
0,308295;-12394,80848;19320,58794;-6925,779465;-1869,413553;10525,39492;-8795,193018;2,58925378;-0,647313445;0,970970168
0,30836;-12847,24633;19255,95396;-6408,707632;-2197,555293;10649,69104;-8606,262925;2,265597058;-0,647313445;0,970970168
0,308425;-13180,35992;19136,62969;-5956,269777;-2480,950433;10699,40948;-8437,22021;2,58925378;-0,647313445;0,647313445
0,30849;-13503,52981;19022,27727;-5518,747456;-2724,570816;10778,959;-8243,318273;2,58925378;-0,323656723;0,970970168
0,308555;-13831,67155;18927,81222;-5096,140669;-2973,163044;10858,50851;-8069,303713;2,265597058;-0,647313445;0,647313445
0,30862;-14194,61621;18813,4598;-4618,843592;-3256,558184;10938,05802;-7875,401775;2,58925378;-0,323656723;0,647313445
0,308685;-14597,33561;18699,10737;-4101,771758;-3539,953323;11057,38229;-7641,725081;2,58925378;-0,323656723;0,647313445
0,30875;-14900,61813;18500,23359;-3599,615458;-3828,320308;11072,29782;-7427,935765;2,265597058;-0,323656723;0,323656723
0,308815;-15179,04143;18331,19088;-3152,149448;-4071,940691;11107,10074;-7224,090139;2,58925378;-0,323656723;0,323656723
0,30888;-15541,98608;18177,06369;-2635,077614;-4355,33583;11186,65025;-6990,413445;2,58925378;-0,323656723;0,323656723
0,308945;-15875,09966;18008,02098;-2132,921314;-4643,702815;11231,39685;-6776,624129;2,265597058;-0,323656723;0,323656723
0,30901;-16158,4948;17809,1472;-1650,652392;-4887,323198;11271,17161;-6537,97559;2,265597058;-0,323656723;0,323656723
0,309075;-16372,28412;17565,52681;-1193,242693;-5130,943581;11241,34054;-6324,186274;2,265597058;0;0,323656723
0,30914;-16645,73557;17331,85012;-686,1145486;-5374,563964;11271,17161;-6060,678513;1,941940335;-0,323656723;0
0,309205;-16939,0744;17083,25789;-144,1834921;-5662,930948;11276,14345;-5807,11444;2,265597058;0;0
0,30927;-17177,72294;16904,27149;273,4514505;-5866,776575;11310,94636;-5593,325125;1,941940335;0;0
0,309335;-17316,93459;16605,96081;710,9737714;-6070,622202;11246,31238;-5359,648431;1,941940335;-0,323656723;0
0,3094;-17545,63944;16352,39674;1193,242693;-6274,467829;11271,17161;-5081,225135;1,941940335;0;-0,323656723
0,309465;-17759,42875;16069,0016;1690,427149;-6518,088212;11241,34054;-4827,661063;1,941940335;0;0
0,30953;-18037,85205;15790,57831;2247,273739;-6801,483352;11236,36869;-4554,209613;1,618283613;0;-0,323656723
0,309595;-18216,83845;15467,40841;2749,430039;-7050,075579;11166,76287;-4300,64554;1,941940335;0,323656723;-0,323656723
0,30966;-18410,74039;15149,21036;3261,530028;-7253,921206;11156,81918;-3992,391178;1,618283613;0,323656723;-0,323656723
0,309725;-18535,0365;14811,12493;3723,911572;-7452,794988;11082,24151;-3728,883416;1,618283613;0;-0,323656723
0,30979;-18694,13553;14492,92688;4201,208649;-7656,640615;11037,49491;-3455,431966;1,618283613;0,323656723;-0,323656723
0,309855;-18818,43164;14125,01038;4693,42126;-7860,486242;10957,9454;-3167,064982;1,618283613;0,323656723;-0,323656723
0,30992;-18942,72776;13791,8968;5150,830959;-8064,331869;10878,39589;-2913,500909;1,29462689;0,323656723;-0,647313445
0,309985;-19027,24911;13438,89583;5588,35328;-8228,402739;10798,84637;-2640,049459;1,618283613;0,323656723;-0,323656723
0,31005;-19146,57338;13066,00749;6080,565891;-8432,248366;10714,32502;-2351,682475;1,29462689;0,323656723;-0,323656723
0,310115;-19270,8695;12732,89391;6537,97559;-8636,093992;10634,7755;-2098,118402;1,29462689;0,323656723;-0,647313445
0,31018;-19315,6161;12340,11819;6975,497911;-8800,164863;10515,45123;-1824,666952;1,29462689;0,647313445;-0,323656723
0,310245;-19355,39085;11967,22984;7388,161009;-8924,460977;10430,92988;-1536,299968;0,970970168;0,647313445;-0,323656723
0,31031;-19355,39085;11564,51044;7790,880418;-9043,785246;10311,60561;-1252,904828;0,970970168;0,647313445;-0,323656723
0,310375;-19434,94037;11226,42501;8208,515361;-9207,856116;10227,08425;-999,3407556;0,970970168;0,647313445;-0,323656723
0,31044;-19519,46172;10863,48035;8655,981371;-9411,701743;10107,75998;-755,7203724;0,970970168;0,647313445;-0,323656723
0,310505;-19484,65881;10455,7891;9028,869712;-9535,997857;9948,660955;-507,1281446;0,647313445;0,647313445;-0,647313445
0,31057;-19479,68697;10028,21047;9451,476499;-9655,322126;9824,364841;-203,8456268;0,970970168;0,647313445;-0,323656723
0,310635;-19519,46172;9610,575525;9908,886199;-9819,392997;9700,068727;89,49320199;0,970970168;0,647313445;-0,323656723
0,3107;-19519,46172;9227,743494;10291,71823;-9943,68911;9575,772613;348,0291189;0,647313445;0,647313445;-0,647313445
0,310765;-19519,46172;8834,967775;10684,49395;-10063,01338;9456,448344;621,4805694;0,970970168;0,970970168;-0,323656723
0,31083;-19444,88406;8422,304677;11022,57938;-10147,53474;9297,349318;875,0446417;0,647313445;0,647313445;0
0,310895;-19434,94037;8014,613423;11420,32694;-10266,85901;9168,08136;1153,467937;0,647313445;0,647313445;-0,323656723
0,31096;-19400,13745;7572,119258;11828,0182;-10391,15512;9008,982334;1436,863076;0,647313445;0,970970168;-0,323656723
0,311025;-19315,6161;7154,484315;12161,13178;-10470,70463;8844,911464;1690,427149;0,647313445;0,970970168;-0,323656723
0,31109;-19275,84134;6756,736751;12519,10459;-10555,22599;8720,61535;1963,878599;0,323656723;0,647313445;-0,323656723
0,311155;-19161,48892;6274,467829;12887,02109;-10634,7755;8526,713412;2252,245584;0,647313445;0,970970168;-0,323656723
0,31122;-19116,74231;5851,861041;13264,88127;-10759,07162;8357,670697;2505,809656;0,323656723;0,970970168;-0,323656723
0,311285;-18997,41805;5379,535809;13617,88224;-10838,62113;8158,796915;2779,261106;0,323656723;0,970970168;-0,323656723
0,31135;-18907,92484;4922,12611;13985,79873;-10918,17064;7989,7542;3067,628091;0,323656723;1,29462689;-0,323656723
0,311415;-18758,76951;4434,885343;14323,88416;-11002,692;7756,077506;3321,192163;0,323656723;1,29462689;-0,323656723
0,31148;-18629,50155;3952,616421;14676,88513;-11082,24151;7547,260035;3594,643613;0;1,29462689;-0,647313445
0,311545;-18425,65592;3450,460121;14975,1958;-11122,01627;7303,639652;3853,17953;0,323656723;1,29462689;-0,323656723
0,31161;-18301,35981;2968,191199;15333,16861;-11206,53763;7094,82218;4126,630981;0;1,29462689;-0,323656723
0,311675;-18137,28894;2480,950433;15656,3385;-11246,31238;6890,976554;4410,02612;0;1,29462689;-0,323656723
0,31174;-17928,47147;2023,540734;15904,93073;-11206,53763;6721,933839;4698,393105;0;1,618283613;-0,323656723
0,311805;-17734,56953;1506,4689;16228,10063;-11246,31238;6488,257145;4981,788244;0;1,618283613;-0,323656723
0,31187;-17525,75206;1044,087357;16481,6647;-11246,31238;6279,439673;5235,352317;0;1,29462689;-0,323656723
0,311935;-17287,10352;561,8184347;16725,28508;-11246,31238;6040,791135;5478,9727;0;1,618283613;0
0,312;-17038,51129;64,63397922;16973,87731;-11246,31238;5792,198907;5727,564928;-0,323656723;1,618283613;0
0,312065;-16715,34139;-492,212611;17207,55401;-11206,53763;5508,803767;6001,016378;-0,323656723;1,618283613;-0,323656723
0,31213;-16551,27052;-959,5659992;17510,83652;-11286,08714;5265,183384;6224,749383;-0,323656723;1,618283613;0
0,312195;-16262,90354;-1402,060165;17664,9637;-11206,53763;5056,365913;6458,426077;-0,647313445;1,618283613;0
0,31226;-15979,5084;-1929,075687;17908,58409;-11206,53763;4772,970773;6702,04646;-0,323656723;1,618283613;0
0,312325;-15696,11326;-2386,485387;18082,59865;-11166,76287;4529,35039;6915,835776;-0,323656723;1,941940335;0
0,31239;-15288,42201;-2943,331977;18231,75398;-11082,24151;4206,180494;7149,51247;-0,647313445;1,941940335;0,323656723
0,312455;-15034,85793;-3405,71352;18440,57146;-11042,46676;3992,391178;7398,104698;-0,647313445;1,618283613;0
0,31252;-14671,91328;-3902,897976;18574,81126;-10962,91724;3708,996038;7611,894014;-0,647313445;1,941940335;0,323656723
0,312585;-14343,77154;-4390,138742;18733,91028;-10918,17064;3425,600899;7815,739641;-0,647313445;1,941940335;0,323656723
0,31265;-13975,85504;-4882,351353;18858,2064;-10838,62113;3137,233914;8019,585268;-0,970970168;1,941940335;0,323656723
0,312715;-13652,68515;-5369,59212;19022,27727;-10798,84637;2853,838775;8223,430894;-0,647313445;2,265597058;0,647313445
0,31278;-13359,34632;-5747,452306;19106,79863;-10714,32502;2645,021303;8392,473609;-0,970970168;1,941940335;0,647313445
0,312845;-12956,62691;-6194,918316;19151,54523;-10595,00075;2361,626164;8556,54448;-0,970970168;1,941940335;0,647313445
0,31291;-12588,71041;-6642,384326;19231,09474;-10510,47939;2078,231024;8720,61535;-0,970970168;1,941940335;0,647313445
0,312975;-12220,79392;-7124,653248;19345,44716;-10430,92988;1789,86404;8914,517288;-1,29462689;1,941940335;0,647313445
0,31304;-11852,87742;-7507,485278;19360,3627;-10306,63376;1546,243657;9053,728935;-0,970970168;1,941940335;0,647313445
0,313105;-11489,93277;-7905,232843;19395,16561;-10187,30949;1302,623273;9207,856116;-0,970970168;1,941940335;0,970970168
0,31317;-11077,26967;-8357,670697;19434,94037;-10063,01338;1014,256289;9371,926987;-1,29462689;1,941940335;0,970970168
0,313235;-10714,32502;-8805,136707;19519,46172;-9983,463867;730,8611496;9535,997857;-1,29462689;1,941940335;0,970970168
0,3133;-10306,63376;-9173,053204;19479,68697;-9819,392997;487,2407664;9660,293971;-1,29462689;1,941940335;0,970970168
0,313365;-9893,970665;-9620,519214;19514,48988;-9695,096883;198,8737822;9819,392997;-1,29462689;1,941940335;0,970970168
0,31343;-9451,476499;-10033,18231;19484,65881;-9535,997857;-84,52135744;9948,660955;-1,29462689;1,941940335;0,970970168
0,313495;-9078,588158;-10401,09881;19479,68697;-9411,701743;-333,1135852;10067,98522;-1,618283613;1,941940335;1,29462689
0,31356;-8670,896904;-10843,59297;19514,48988;-9287,405629;-616,5087248;10227,08425;-1,618283613;1,941940335;0,970970168
0,313625;-8263,205651;-11191,62209;19454,82774;-9128,306603;-865,1009526;10326,52114;-1,29462689;1,941940335;1,29462689
0,31369;-7895,289154;-11514,79199;19410,08114;-9004,010489;-1108,721336;10406,07065;-1,29462689;1,941940335;1,29462689
0,313755;-7368,273631;-11912,53955;19280,81319;-8760,390106;-1392,116475;10520,42308;-1,618283613;1,941940335;1,29462689
0,31382;-7035,160046;-12280,45605;19315,6161;-8675,868749;-1640,708703;10639,74735;-1,618283613;2,265597058;1,29462689
0,313885;-6632,440637;-12618,54148;19250,98212;-8516,769723;-1884,329086;10734,21239;-1,618283613;1,941940335;1,29462689
0,31395;-6184,974627;-13011,3172;19196,29183;-8352,698853;-2167,724226;10843,59297;-1,618283613;1,618283613;1,29462689
0,314015;-5692,762016;-13394,14923;19086,91125;-8148,853226;-2456,09121;10938,05802;-1,618283613;1,941940335;1,29462689
0,31408;-5205,521249;-13757,09388;18962,61513;-7945,007599;-2739,48635;11017,60753;-1,941940335;1,941940335;1,618283613
0,314145;-4713,308638;-14125,01038;18838,31902;-7741,161972;-3027,853334;11097,15705;-1,941940335;1,941940335;1,29462689
0,31421;-4305,617385;-14453,15212;18758,76951;-7577,091102;-3271,473717;11181,6784;-1,941940335;1,941940335;1,618283613
0,314275;-3818,376618;-14746,49095;18564,86757;-7333,470719;-3515,094101;11231,39685;-1,941940335;1,941940335;1,618283613
0,31434;-3326,164007;-15074,63269;18400,7967;-7129,625092;-3803,461085;11271,17161;-2,265597058;1,941940335;1,618283613
0,314405;-2799,148485;-15397,80259;18196,95107;-6886,004709;-4086,856224;11310,94636;-2,265597058;1,941940335;1,618283613
0,31447;-2267,161117;-15730,91617;17998,07729;-6642,384326;-4375,223209;11355,69296;-2,265597058;1,941940335;1,941940335
0,314535;-1819,695107;-16014,31131;17834,00642;-6438,538699;-4618,843592;11395,46772;-2,265597058;1,618283613;1,618283613
0,3146;-1282,735895;-16312,62199;17595,35788;-6189,946471;-4907,210576;11405,41141;-2,265597058;1,941940335;1,941940335
0,314665;-835,2698853;-16586,07344;17421,34332;-5986,100844;-5150,830959;11435,24248;-2,265597058;1,941940335;1,941940335
0,31473;-348,0291189;-16869,46858;17217,49769;-5742,480461;-5394,451342;11475,01723;-2,58925378;1,618283613;1,941940335
0,314795;104,4087357;-17058,39867;16953,98993;-5498,860078;-5603,268814;11455,12986;-2,265597058;1,941940335;1,941940335
0,31486;591,6495021;-17232,41323;16640,76373;-5255,239695;-5846,889197;11385,52403;-2,58925378;1,618283613;2,265597058
0,314925;1123,636869;-17421,34332;16297,70645;-4966,872711;-6090,50958;11330,83374;-2,58925378;1,618283613;2,265597058
0,31499;1650,652392;-17655,02002;16004,36762;-4683,477571;-6334,129963;11320,89005;-2,265597058;1,618283613;2,265597058
0,315055;2063,31549;-17863,83749;15800,522;-4479,631944;-6542,947435;11320,89005;-2,265597058;1,618283613;2,58925378
0,31512;2550,556257;-18008,02098;15457,46472;-4196,236805;-6746,793061;11261,22792;-2,58925378;1,618283613;2,265597058
0,315185;3042,768868;-18201,92292;15159,15405;-3947,644577;-6990,413445;11211,50947;-2,58925378;1,618283613;2,58925378
0,31525;3609,559147;-18375,93748;14766,37833;-3624,474681;-7234,033828;11141,90365;-2,58925378;1,618283613;2,58925378
0,315315;4096,799913;-18594,69864;14497,89872;-3380,854298;-7477,654211;11117,04443;-2,58925378;1,618283613;2,58925378
0,31538;4519,406701;-18709,05106;14189,64436;-3132,26207;-7651,66877;11057,38229;-2,58925378;1,618283613;2,912910503
0,315445;5001,675623;-18828,37533;13826,69971;-2848,86693;-7850,542553;10977,83278;-2,58925378;1,618283613;2,912910503
0,31551;5488,916389;-18947,6996;13458,78321;-2565,47179;-8054,388179;10893,31142;-2,58925378;1,29462689;2,912910503
0,315575;5981,129;-19071,99571;13090,86671;-2277,104806;-8258,233806;10813,76191;-2,58925378;1,618283613;2,912910503
0,31564;6354,017342;-19161,48892;12807,47157;-2073,25918;-8427,276521;10734,21239;-2,58925378;1,29462689;2,912910503
0,315705;6801,483352;-19211,20736;12409,72401;-1789,86404;-8591,347391;10619,85997;-2,58925378;0,970970168;2,912910503
0,31577;7253,921206;-19285,78503;12031,86382;-1501,497056;-8755,418262;10530,36677;-2,265597058;1,29462689;3,236567225
0,315835;7701,387216;-19335,50348;11634,11626;-1218,101916;-8919,489132;10416,01434;-2,58925378;1,29462689;3,236567225
0,3159;8109,07847;-19410,08114;11301,00267;-974,4815328;-9083,560002;10326,52114;-2,58925378;0,970970168;3,236567225
0,315965;8511,797879;-19454,82774;10943,02987;-730,8611496;-9242,659028;10212,16872;-2,265597058;0,970970168;3,236567225
0,31603;8889,658065;-19424,99668;10535,33861;-482,2689219;-9371,926987;10053,06969;-2,58925378;0,970970168;3,236567225
0,316095;9297,349318;-19424,99668;10127,64736;-198,8737822;-9496,2231;9928,773577;-2,58925378;0,970970168;3,236567225
0,31616;9739,843484;-19464,77143;9724,92795;84,52135744;-9655,322126;9809,449307;-2,58925378;0,970970168;3,236567225
0,316225;10152,50658;-19424,99668;9272,490095;372,8883416;-9779,61824;9645,378437;-2,265597058;0,970970168;3,560223948
0,31629;10555,22599;-19459,79959;8904,573598;616,5087248;-9938,717266;9521,082323;-2,265597058;0,970970168;3,560223948
0,316355;10928,11433;-19464,77143;8536,657101;860,1291081;-10067,98522;9396,786209;-2,265597058;0,647313445;3,236567225
0,31642;11291,05898;-19424,99668;8133,937692;1103,749491;-10187,30949;9237,687184;-1,941940335;0,970970168;3,560223948
0,316485;11668,91917;-19355,39085;7686,471682;1392,116475;-10276,8027;9078,588158;-2,265597058;0,970970168;3,560223948
0,31655;12071,63858;-19310,64425;7239,005672;1675,511615;-10396,12696;8914,517288;-2,58925378;0,970970168;3,560223948
0,316615;12399,78032;-19265,89765;6866,117331;1919,131998;-10480,64832;8785,249329;-2,265597058;0,970970168;3,560223948
0,31668;12727,92206;-19186,34814;6458,426077;2167,724226;-10560,19784;8626,150303;-2,265597058;0,647313445;3,88388067
0,316745;13090,86671;-19116,74231;6025,875601;2411,344609;-10679,5221;8437,22021;-2,265597058;0,647313445;3,88388067
0,31681;13498,55797;-19067,02387;5568,465902;2694,739749;-10803,81822;8263,205651;-2,265597058;0,647313445;3,88388067
0,316875;13911,22107;-18927,81222;5016,591156;3022,88149;-10888,33958;8039,472646;-2,265597058;0,647313445;3,88388067
0,31694;14199,58805;-18788,60057;4589,012524;3266,501873;-10933,08618;7855,514397;-2,265597058;0,647313445;3,88388067
0,317005;14487,95503;-18609,61417;4121,659136;3510,122256;-10977,83278;7631,781392;-1,941940335;0,647313445;4,207537393
0,31707;14850,89969;-18470,40252;3619,502836;3798,48924;-11052,41045;7417,992076;-2,265597058;0,647313445;4,207537393
0,317135;15213,84434;-18346,10641;3132,26207;4081,88438;-11131,95996;7214,14645;-2,265597058;0,323656723;4,207537393
0,3172;15581,76084;-18196,95107;2615,190236;4365,279519;-11216,48132;6980,469756;-2,265597058;0,647313445;4,531194115
0,317265;15840,29675;-17958,30253;2118,005781;4613,871747;-11226,42501;6731,877528;-1,941940335;0,647313445;4,531194115
0,31733;16083,91714;-17714,68215;1630,765014;4857,49213;-11226,42501;6488,257145;-1,941940335;0,323656723;4,531194115
0,317395;16397,14334;-17570,49866;1173,355315;5101,112514;-11296,03083;6274,467829;-1,618283613;0,647313445;4,531194115
0,31746;16690,48217;-17346,76565;656,2834813;5384,507653;-11305,97452;6040,791135;-1,941940335;0,323656723;4,531194115
0,317525;16894,3278;-17103,14527;208,8174713;5588,35328;-11305,97452;5797,170751;-1,941940335;0,323656723;4,531194115
0,31759;17182,69478;-16899,29964;-283,3951396;5836,945508;-11345,74928;5553,550368;-1,618283613;0,323656723;4,854850838
0,317655;17316,93459;-16586,07344;-730,8611496;6040,791135;-11276,14345;5309,929985;-1,618283613;0,323656723;4,854850838
0,31772;17550,61128;-16297,70645;-1252,904828;6284,411518;-11266,19976;5031,50669;-1,618283613;0,323656723;4,854850838
0,317785;17794,23166;-16073,97345;-1720,258216;6528,031901;-11266,19976;4807,773685;-1,29462689;0,323656723;4,854850838
0,31785;18003,04913;-15775,66277;-2227,386361;6771,652284;-11231,39685;4544,265923;-1,618283613;0,323656723;4,854850838
0,317915;18167,12;-15447,52103;-2719,598972;6975,497911;-11191,62209;4255,898939;-1,618283613;0;4,854850838
0,31798;18365,99379;-15089,54823;-3276,445562;7219,118294;-11146,87549;3942,672732;-1,29462689;0,323656723;5,178507561
0,318045;18574,81126;-14786,26571;-3788,545551;7467,710522;-11107,10074;3679,164971;-1,29462689;0;5,178507561
0,31811;18694,13553;-14502,87057;-4191,26496;7626,809548;-11067,32598;3435,544588;-1,29462689;0;5,178507561
0,318175;18823,40349;-14149,8696;-4673,533882;7830,655174;-10992,74831;3157,121293;-1,29462689;0;5,178507561
0,31824;18942,72776;-13781,95311;-5160,774648;8034,500801;-10908,22695;2873,726153;-1,29462689;0;5,178507561
0,318305;19067,02387;-13414,03661;-5652,987259;8238,346428;-10828,67744;2585,359169;-1,29462689;-0,323656723;4,854850838
0,31837;19186,34814;-13075,95118;-6110,396958;8442,192055;-10744,15608;2331,795096;-0,970970168;0;5,178507561
0,318435;19270,8695;-12722,95022;-6547,919279;8606,262925;-10664,60657;2058,343646;-0,970970168;-0,323656723;5,178507561
0,3185;19280,81319;-12285,4279;-6995,385289;8770,333795;-10510,47939;1774,948506;-0,970970168;-0,323656723;4,854850838
0,318565;19350,41901;-11942,37062;-7408,048387;8894,629909;-10455,7891;1486,581522;-0,647313445;0;5,178507561
0,31863;19395,16561;-11604,28519;-7790,880418;9053,728935;-10341,43667;1262,848517;-0,970970168;-0,323656723;5,178507561
0,318695;19474,71512;-11226,42501;-8248,290117;9217,799805;-10256,91532;969,5096883;-0,647313445;-0,323656723;4,854850838
0,31876;19449,8559;-10833,64929;-8616,206614;9381,870676;-10067,98522;765,6640615;-0,647313445;-0,323656723;5,178507561
0,318825;19514,48988;-10381,21143;-9133,278448;9545,941546;-9968,548333;412,6630981;-0,647313445;-0,323656723;5,178507561
0,31889;19479,68697;-10018,26678;-9461,420189;9625,491059;-9854,195908;164,0708703;-0,647313445;-0,647313445;4,854850838
0,318955;19554,26464;-9630,462903;-9923,801732;9789,561929;-9764,702706;-134,239803;-0,647313445;-0,323656723;5,178507561
0,31902;19524,43357;-9242,659028;-10281,77454;9913,858043;-9610,575525;-367,9164971;-0,647313445;-0,647313445;5,178507561
0,319085;19484,65881;-8820,052241;-10664,60657;10033,18231;-9451,476499;-631,4242585;-0,647313445;-0,647313445;5,178507561
0,31915;19444,88406;-8402,417298;-11042,46676;10157,47843;-9287,405629;-884,9883308;-0,323656723;-0,323656723;4,854850838
0,319215;19479,68697;-7964,894977;-11514,79199;10321,5493;-9158,137671;-1193,242693;-0,323656723;-0,647313445;5,178507561
0,31928;19400,13745;-7572,119258;-11828,0182;10401,09881;-8999,038645;-1426,919387;-0,323656723;-0,647313445;5,178507561
0,319345;19315,6161;-7144,540626;-12171,07547;10480,64832;-8834,967775;-1690,427149;-0,323656723;-0,647313445;5,178507561
0,31941;19236,06658;-6692,102771;-12543,96381;10565,16968;-8670,896904;-1978,794133;-0,323656723;-0,647313445;4,854850838
0,319475;19196,29183;-6279,439673;-12916,85215;10684,49395;-8511,797879;-2232,358205;-0,323656723;-0,647313445;4,854850838
0,31954;19116,74231;-5841,917352;-13274,82496;10769,01531;-8347,727008;-2505,809656;0;-0,647313445;5,178507561
0,319605;18997,41805;-5389,479498;-13607,93855;10848,56482;-8148,853226;-2759,373728;-0,323656723;-0,970970168;4,854850838
0,31967;18878,09378;-4877,379509;-14000,71427;10933,08618;-7945,007599;-3067,628091;0;-0,970970168;5,178507561
0,319735;18753,79766;-4410,02612;-14343,77154;11012,63569;-7741,161972;-3331,135852;0;-0,970970168;5,178507561
0,3198;18629,50155;-3932,729043;-14696,77251;11092,1852;-7537,316346;-3604,587303;0;-0,970970168;5,178507561
0,319865;18505,20543;-3475,319344;-15029,88609;11136,9318;-7368,273631;-3892,954287;0,323656723;-0,970970168;5,178507561
0,31993;18226,78214;-2973,163044;-15253,6191;11136,9318;-7089,850336;-4116,687292;0,323656723;-0,970970168;5,178507561
0,319995;18142,26078;-2436,203832;-15706,05695;11296,03083;-6846,229953;-4410,02612;0,323656723;-1,29462689;5,178507561
0,32006;17928,47147;-1998,681511;-15929,78995;11256,25607;-6672,215393;-4673,533882;0,647313445;-1,29462689;4,854850838
0,320125;17739,54137;-1476,637833;-16262,90354;11340,77743;-6398,763943;-4922,12611;0,323656723;-1,29462689;5,178507561
0,32019;17481,00546;-989,3970665;-16491,60839;11296,03083;-6184,974627;-5195,57756;0,323656723;-1,29462689;4,854850838
0,320255;17242,35692;-527,0155229;-16715,34139;11296,03083;-5946,326088;-5419,310565;0,647313445;-1,29462689;4,854850838
0,32032;17043,48314;-19,88737822;-17023,59576;11340,77743;-5702,705705;-5682,818327;0,647313445;-1,29462689;4,854850838
0,320385;16799,86275;447,46601;-17247,32876;11340,77743;-5459,085322;-5906,551332;0,647313445;-1,618283613;4,531194115
0,32045;16551,27052;934,7067764;-17485,9773;11340,77743;-5210,493094;-6145,19987;0,647313445;-1,29462689;4,854850838
0,320515;16223,12878;1421,947543;-17645,07633;11256,25607;-4966,872711;-6388,820253;0,970970168;-1,29462689;4,854850838
0,32058;15979,5084;1909,188309;-17888,69671;11256,25607;-4723,252327;-6632,440637;0,647313445;-1,618283613;4,531194115
0,320645;15691,14142;2441,175677;-18132,31709;11256,25607;-4434,885343;-6876,06102;0,970970168;-1,618283613;4,531194115
0,32071;15407,74628;2898,585376;-18306,33165;11216,48132;-4191,26496;-7089,850336;0,970970168;-1,618283613;4,531194115
0,320775;15039,82978;3390,797987;-18430,62777;11136,9318;-3902,897976;-7293,695963;0,970970168;-1,618283613;4,531194115
0,32084;14671,91328;3907,86982;-18579,7831;11052,41045;-3619,502836;-7527,372657;0,970970168;-1,618283613;4,531194115
0,320905;14303,99679;4410,02612;-18714,02291;10972,86093;-3331,135852;-7741,161972;0,970970168;-1,618283613;4,531194115
0,32097;14020,60165;4887,323198;-18907,92484;10933,08618;-3087,515469;-7974,838667;0,970970168;-1,941940335;4,207537393
0,321035;13692,45991;5314,90183;-19007,36173;10848,56482;-2843,895086;-8158,796915;1,29462689;-1,618283613;4,207537393
0,3211;13324,54341;5767,339684;-19091,88309;10769,01531;-2555,528101;-8322,867785;1,29462689;-1,618283613;4,207537393
0,321165;12916,85215;6214,805694;-19131,65785;10644,71919;-2272,132962;-8486,938656;1,29462689;-1,941940335;3,88388067
0,32123;12588,71041;6697,074616;-19285,78503;10604,94444;-1983,765978;-8680,840593;1,29462689;-1,618283613;4,207537393
0,321295;12255,59683;7079,906647;-19335,50348;10480,64832;-1774,948506;-8854,855153;1,29462689;-1,618283613;3,88388067
0,32136;11857,84926;7517,428967;-19375,27823;10361,32405;-1496,525211;-9013,954179;1,29462689;-1,941940335;3,88388067
0,321425;11445,18617;7935,06391;-19380,25008;10237,02794;-1208,158227;-9143,222137;1,618283613;-1,618283613;3,88388067
0,32149;11082,24151;8407,389143;-19489,63066;10157,47843;-924,7630873;-9332,15223;1,618283613;-1,618283613;3,88388067
0,321555;10749,12793;8755,418262;-19504,54619;10033,18231;-715,945616;-9471,363878;1,29462689;-1,941940335;3,88388067
0,32162;10311,60561;9192,940583;-19504,54619;9913,858043;-397,7475644;-9590,688147;1,618283613;-1,618283613;3,88388067
0,321685;9938,717266;9600,631836;-19539,3491;9789,561929;-149,1553367;-9749,787173;1,618283613;-1,618283613;3,88388067
0,32175;9491,251256;10048,09785;-19539,3491;9665,265815;174,0145594;-9874,083287;1,618283613;-1,941940335;3,560223948
0,321815;9073,616313;10420,98619;-19494,6025;9461,420189;387,8038753;-10033,18231;1,941940335;-1,618283613;3,88388067
0,32188;8715,643505;10788,90268;-19504,54619;9342,095919;626,452414;-10162,45027;1,941940335;-1,618283613;3,560223948
0,321945;8342,755164;11156,81918;-19499,57435;9217,799805;875,0446417;-10281,77454;1,618283613;-1,618283613;3,236567225
0,32201;7895,289154;11564,51044;-19459,79959;9053,728935;1158,439781;-10406,07065;1,941940335;-1,618283613;3,560223948
0,322075;7403,076543;11977,17353;-19380,25008;8849,883308;1446,806766;-10530,36677;1,941940335;-1,618283613;3,560223948
0,32214;7000,357134;12320,23081;-19320,58794;8730,559039;1730,201905;-10590,0289;1,941940335;-1,941940335;3,560223948
0,322205;6552,891124;12663,28808;-19216,17921;8526,713412;1973,822288;-10689,46579;1,941940335;-1,618283613;3,236567225
0,32227;6100,453269;13016,28905;-19116,74231;8362,642542;2262,189273;-10754,09977;1,941940335;-1,618283613;3,236567225
0,322335;5692,762016;13359,34632;-19052,10834;8198,571672;2505,809656;-10853,53666;1,941940335;-1,941940335;3,236567225
0,3224;5200,549405;13707,37544;-18907,92484;7994,726045;2794,17664;-10913,1988;2,265597058;-1,618283613;3,236567225
0,322465;4792,858151;14055,40456;-18848,26271;7830,655174;3037,797023;-11017,60753;2,265597058;-1,618283613;3,236567225
0,32253;4265,842628;14368,63076;-18634,47339;7587,034791;3321,192163;-11047,4386;2,265597058;-1,941940335;2,912910503
0,322595;3773,630017;14751,4628;-18525,09281;7383,189164;3609,559147;-11141,90365;2,265597058;-1,618283613;3,236567225
0,32266;3246,614495;15094,52007;-18341,13456;7139,568781;3892,954287;-11201,56578;2,58925378;-1,618283613;3,236567225
0,322725;2754,401884;15452,49288;-18206,89476;6935,723155;4181,321271;-11271,17161;2,265597058;-1,941940335;2,912910503
