Tempo;U1;U2;U3;V1;V2;V3;A1;A2;A3
0,001235;16397,14334;-17570,49866;1173,355315;5101,112514;-11296,03083;6274,467829;-1,618283613;0,647313445;4,531194115
0,0013;16690,48217;-17346,76565;656,2834813;5384,507653;-11305,97452;6040,791135;-1,941940335;0,323656723;4,531194115
0,001365;16894,3278;-17103,14527;208,8174713;5588,35328;-11305,97452;5797,170751;-1,941940335;0,323656723;4,531194115
0,00143;17182,69478;-16899,29964;-283,3951396;5836,945508;-11345,74928;5553,550368;-1,618283613;0,323656723;4,854850838
0,001495;17316,93459;-16586,07344;-730,8611496;6040,791135;-11276,14345;5309,929985;-1,618283613;0,323656723;4,854850838
0,00156;17550,61128;-16297,70645;-1252,904828;6284,411518;-11266,19976;5031,50669;-1,618283613;0,323656723;4,854850838
0,001625;17794,23166;-16073,97345;-1720,258216;6528,031901;-11266,19976;4807,773685;-1,29462689;0,323656723;4,854850838
0,00169;18003,04913;-15775,66277;-2227,386361;6771,652284;-11231,39685;4544,265923;-1,618283613;0,323656723;4,854850838
0,001755;18167,12;-15447,52103;-2719,598972;6975,497911;-11191,62209;4255,898939;-1,618283613;0;4,854850838
0,00182;18365,99379;-15089,54823;-3276,445562;7219,118294;-11146,87549;3942,672732;-1,29462689;0,323656723;5,178507561
0,001885;18574,81126;-14786,26571;-3788,545551;7467,710522;-11107,10074;3679,164971;-1,29462689;0;5,178507561
0,00195;18694,13553;-14502,87057;-4191,26496;7626,809548;-11067,32598;3435,544588;-1,29462689;0;5,178507561
0,002015;18823,40349;-14149,8696;-4673,533882;7830,655174;-10992,74831;3157,121293;-1,29462689;0;5,178507561
0,00208;18942,72776;-13781,95311;-5160,774648;8034,500801;-10908,22695;2873,726153;-1,29462689;0;5,178507561
0,002145;19067,02387;-13414,03661;-5652,987259;8238,346428;-10828,67744;2585,359169;-1,29462689;-0,323656723;4,854850838
0,00221;19186,34814;-13075,95118;-6110,396958;8442,192055;-10744,15608;2331,795096;-0,970970168;0;5,178507561
0,002275;19270,8695;-12722,95022;-6547,919279;8606,262925;-10664,60657;2058,343646;-0,970970168;-0,323656723;5,178507561
0,00234;19280,81319;-12285,4279;-6995,385289;8770,333795;-10510,47939;1774,948506;-0,970970168;-0,323656723;4,854850838
0,002405;19350,41901;-11942,37062;-7408,048387;8894,629909;-10455,7891;1486,581522;-0,647313445;0;5,178507561
0,00247;19395,16561;-11604,28519;-7790,880418;9053,728935;-10341,43667;1262,848517;-0,970970168;-0,323656723;5,178507561
0,002535;19474,71512;-11226,42501;-8248,290117;9217,799805;-10256,91532;969,5096883;-0,647313445;-0,323656723;4,854850838
0,0026;19449,8559;-10833,64929;-8616,206614;9381,870676;-10067,98522;765,6640615;-0,647313445;-0,323656723;5,178507561
0,002665;19514,48988;-10381,21143;-9133,278448;9545,941546;-9968,548333;412,6630981;-0,647313445;-0,323656723;5,178507561
0,00273;19479,68697;-10018,26678;-9461,420189;9625,491059;-9854,195908;164,0708703;-0,647313445;-0,647313445;4,854850838
0,002795;19554,26464;-9630,462903;-9923,801732;9789,561929;-9764,702706;-134,239803;-0,647313445;-0,323656723;5,178507561
0,00286;19524,43357;-9242,659028;-10281,77454;9913,858043;-9610,575525;-367,9164971;-0,647313445;-0,647313445;5,178507561
0,002925;19484,65881;-8820,052241;-10664,60657;10033,18231;-9451,476499;-631,4242585;-0,647313445;-0,647313445;5,178507561
0,00299;19444,88406;-8402,417298;-11042,46676;10157,47843;-9287,405629;-884,9883308;-0,323656723;-0,323656723;4,854850838
0,003055;19479,68697;-7964,894977;-11514,79199;10321,5493;-9158,137671;-1193,242693;-0,323656723;-0,647313445;5,178507561
0,00312;19400,13745;-7572,119258;-11828,0182;10401,09881;-8999,038645;-1426,919387;-0,323656723;-0,647313445;5,178507561
0,003185;19315,6161;-7144,540626;-12171,07547;10480,64832;-8834,967775;-1690,427149;-0,323656723;-0,647313445;5,178507561
0,00325;19236,06658;-6692,102771;-12543,96381;10565,16968;-8670,896904;-1978,794133;-0,323656723;-0,647313445;4,854850838
0,003315;19196,29183;-6279,439673;-12916,85215;10684,49395;-8511,797879;-2232,358205;-0,323656723;-0,647313445;4,854850838
0,00338;19116,74231;-5841,917352;-13274,82496;10769,01531;-8347,727008;-2505,809656;0;-0,647313445;5,178507561
0,003445;18997,41805;-5389,479498;-13607,93855;10848,56482;-8148,853226;-2759,373728;-0,323656723;-0,970970168;4,854850838
0,00351;18878,09378;-4877,379509;-14000,71427;10933,08618;-7945,007599;-3067,628091;0;-0,970970168;5,178507561
0,003575;18753,79766;-4410,02612;-14343,77154;11012,63569;-7741,161972;-3331,135852;0;-0,970970168;5,178507561
0,00364;18629,50155;-3932,729043;-14696,77251;11092,1852;-7537,316346;-3604,587303;0;-0,970970168;5,178507561
0,003705;18505,20543;-3475,319344;-15029,88609;11136,9318;-7368,273631;-3892,954287;0,323656723;-0,970970168;5,178507561
0,00377;18226,78214;-2973,163044;-15253,6191;11136,9318;-7089,850336;-4116,687292;0,323656723;-0,970970168;5,178507561
0,003835;18142,26078;-2436,203832;-15706,05695;11296,03083;-6846,229953;-4410,02612;0,323656723;-1,29462689;5,178507561
0,0039;17928,47147;-1998,681511;-15929,78995;11256,25607;-6672,215393;-4673,533882;0,647313445;-1,29462689;4,854850838
0,003965;17739,54137;-1476,637833;-16262,90354;11340,77743;-6398,763943;-4922,12611;0,323656723;-1,29462689;5,178507561
0,00403;17481,00546;-989,3970665;-16491,60839;11296,03083;-6184,974627;-5195,57756;0,323656723;-1,29462689;4,854850838
0,004095;17242,35692;-527,0155229;-16715,34139;11296,03083;-5946,326088;-5419,310565;0,647313445;-1,29462689;4,854850838
0,00416;17043,48314;-19,88737822;-17023,59576;11340,77743;-5702,705705;-5682,818327;0,647313445;-1,29462689;4,854850838
0,004225;16799,86275;447,46601;-17247,32876;11340,77743;-5459,085322;-5906,551332;0,647313445;-1,618283613;4,531194115
0,00429;16551,27052;934,7067764;-17485,9773;11340,77743;-5210,493094;-6145,19987;0,647313445;-1,29462689;4,854850838
0,004355;16223,12878;1421,947543;-17645,07633;11256,25607;-4966,872711;-6388,820253;0,970970168;-1,29462689;4,854850838
0,00442;15979,5084;1909,188309;-17888,69671;11256,25607;-4723,252327;-6632,440637;0,647313445;-1,618283613;4,531194115
0,004485;15691,14142;2441,175677;-18132,31709;11256,25607;-4434,885343;-6876,06102;0,970970168;-1,618283613;4,531194115
0,00455;15407,74628;2898,585376;-18306,33165;11216,48132;-4191,26496;-7089,850336;0,970970168;-1,618283613;4,531194115
0,004615;15039,82978;3390,797987;-18430,62777;11136,9318;-3902,897976;-7293,695963;0,970970168;-1,618283613;4,531194115
0,00468;14671,91328;3907,86982;-18579,7831;11052,41045;-3619,502836;-7527,372657;0,970970168;-1,618283613;4,531194115
0,004745;14303,99679;4410,02612;-18714,02291;10972,86093;-3331,135852;-7741,161972;0,970970168;-1,618283613;4,531194115
0,00481;14020,60165;4887,323198;-18907,92484;10933,08618;-3087,515469;-7974,838667;0,970970168;-1,941940335;4,207537393
0,004875;13692,45991;5314,90183;-19007,36173;10848,56482;-2843,895086;-8158,796915;1,29462689;-1,618283613;4,207537393
0,00494;13324,54341;5767,339684;-19091,88309;10769,01531;-2555,528101;-8322,867785;1,29462689;-1,618283613;4,207537393
0,005005;12916,85215;6214,805694;-19131,65785;10644,71919;-2272,132962;-8486,938656;1,29462689;-1,941940335;3,88388067
0,00507;12588,71041;6697,074616;-19285,78503;10604,94444;-1983,765978;-8680,840593;1,29462689;-1,618283613;4,207537393
0,005135;12255,59683;7079,906647;-19335,50348;10480,64832;-1774,948506;-8854,855153;1,29462689;-1,618283613;3,88388067
0,0052;11857,84926;7517,428967;-19375,27823;10361,32405;-1496,525211;-9013,954179;1,29462689;-1,941940335;3,88388067
0,005265;11445,18617;7935,06391;-19380,25008;10237,02794;-1208,158227;-9143,222137;1,618283613;-1,618283613;3,88388067
0,00533;11082,24151;8407,389143;-19489,63066;10157,47843;-924,7630873;-9332,15223;1,618283613;-1,618283613;3,88388067
0,005395;10749,12793;8755,418262;-19504,54619;10033,18231;-715,945616;-9471,363878;1,29462689;-1,941940335;3,88388067
0,00546;10311,60561;9192,940583;-19504,54619;9913,858043;-397,7475644;-9590,688147;1,618283613;-1,618283613;3,88388067
0,005525;9938,717266;9600,631836;-19539,3491;9789,561929;-149,1553367;-9749,787173;1,618283613;-1,618283613;3,88388067
0,00559;9491,251256;10048,09785;-19539,3491;9665,265815;174,0145594;-9874,083287;1,618283613;-1,941940335;3,560223948
0,005655;9073,616313;10420,98619;-19494,6025;9461,420189;387,8038753;-10033,18231;1,941940335;-1,618283613;3,88388067
0,00572;8715,643505;10788,90268;-19504,54619;9342,095919;626,452414;-10162,45027;1,941940335;-1,618283613;3,560223948
0,005785;8342,755164;11156,81918;-19499,57435;9217,799805;875,0446417;-10281,77454;1,618283613;-1,618283613;3,236567225
0,00585;7895,289154;11564,51044;-19459,79959;9053,728935;1158,439781;-10406,07065;1,941940335;-1,618283613;3,560223948
0,005915;7403,076543;11977,17353;-19380,25008;8849,883308;1446,806766;-10530,36677;1,941940335;-1,618283613;3,560223948
0,00598;7000,357134;12320,23081;-19320,58794;8730,559039;1730,201905;-10590,0289;1,941940335;-1,941940335;3,560223948
0,006045;6552,891124;12663,28808;-19216,17921;8526,713412;1973,822288;-10689,46579;1,941940335;-1,618283613;3,236567225
0,00611;6100,453269;13016,28905;-19116,74231;8362,642542;2262,189273;-10754,09977;1,941940335;-1,618283613;3,236567225
0,006175;5692,762016;13359,34632;-19052,10834;8198,571672;2505,809656;-10853,53666;1,941940335;-1,941940335;3,236567225
0,00624;5200,549405;13707,37544;-18907,92484;7994,726045;2794,17664;-10913,1988;2,265597058;-1,618283613;3,236567225
0,006305;4792,858151;14055,40456;-18848,26271;7830,655174;3037,797023;-11017,60753;2,265597058;-1,618283613;3,236567225
0,00637;4265,842628;14368,63076;-18634,47339;7587,034791;3321,192163;-11047,4386;2,265597058;-1,941940335;2,912910503
0,006435;3773,630017;14751,4628;-18525,09281;7383,189164;3609,559147;-11141,90365;2,265597058;-1,618283613;3,236567225
0,0065;3246,614495;15094,52007;-18341,13456;7139,568781;3892,954287;-11201,56578;2,58925378;-1,618283613;3,236567225
0,006565;2754,401884;15452,49288;-18206,89476;6935,723155;4181,321271;-11271,17161;2,265597058;-1,941940335;2,912910503
0,00663;2306,935874;15745,83171;-18052,76758;6731,877528;4424,941654;-11320,89005;2,58925378;-1,618283613;3,236567225
0,006695;1774,948506;16044,14238;-17819,09089;6488,257145;4713,308638;-11330,83374;2,58925378;-1,618283613;2,912910503
0,00676;1287,70774;16322,56567;-17610,27341;6244,636761;4956,929022;-11365,63665;2,58925378;-1,618283613;2,912910503
0,006825;840,2417298;16605,96081;-17446,20254;6040,791135;5200,549405;-11405,41141;2,58925378;-1,29462689;2,912910503
0,00689;427,5786317;16824,72197;-17252,30061;5836,945508;5409,366876;-11415,3551;2,58925378;-1,618283613;2,58925378
0,006955;-64,63397922;17068,34236;-17003,70838;5588,35328;5652,987259;-11415,3551;2,58925378;-1,618283613;2,58925378
0,00702;-596,6213466;17217,49769;-16620,87635;5265,183384;5861,804731;-11355,69296;2,912910503;-1,29462689;2,58925378
0,007085;-1163,411626;17441,2307;-16277,81907;4976,8164;6140,228026;-11301,00267;2,58925378;-1,618283613;2,58925378
0,00715;-1615,84948;17669,93555;-16054,08607;4733,196017;6349,045497;-11320,89005;2,58925378;-1,618283613;2,265597058
0,007215;-2063,31549;17893,66855;-15830,35306;4529,35039;6592,66588;-11301,00267;2,912910503;-1,29462689;2,265597058
0,00728;-2515,753345;18022,93651;-15507,18317;4245,95525;6761,708595;-11261,22792;2,912910503;-1,29462689;2,265597058
0,007345;-3042,768868;18191,97923;-15149,21036;3957,588266;7000,357134;-11191,62209;2,912910503;-1,29462689;1,941940335
0,00741;-3609,559147;18425,65592;-14816,09677;3674,193126;7283,752273;-11141,90365;2,912910503;-1,29462689;2,265597058
0,007475;-4061,997002;18589,72679;-14527,72979;3430,572743;7492,569745;-11097,15705;2,912910503;-1,29462689;1,941940335
0,00754;-4509,463012;18723,96659;-14214,50358;3186,95236;7696,415371;-11027,55122;2,912910503;-1,29462689;1,941940335
0,007605;-5006,647467;18843,29086;-13836,6434;2858,810619;7865,458086;-10977,83278;2,912910503;-0,970970168;1,941940335
0,00767;-5488,916389;18937,75591;-13448,83952;2575,41548;8064,331869;-10873,42404;2,912910503;-1,29462689;1,941940335
0,007735;-5981,129;19121,71416;-13140,58516;2326,823252;8307,952252;-10813,76191;2,58925378;-1,29462689;1,618283613
0,0078;-6358,989186;19186,34814;-12827,35895;2083,202869;8442,192055;-10744,15608;2,912910503;-0,970970168;1,941940335
0,007865;-6761,708595;19231,09474;-12469,38614;1839,582485;8601,291081;-10629,80366;2,58925378;-0,970970168;1,618283613
0,00793;-7209,174605;19305,67241;-12096,4978;1556,187346;8765,361951;-10540,31046;2,58925378;-0,970970168;1,618283613
0,007995;-7661,61246;19355,39085;-11693,77839;1267,820362;8929,432821;-10425,95803;2,912910503;-0,647313445;1,618283613
0,00806;-8104,106625;19434,94037;-11330,83374;1024,199978;9128,306603;-10306,63376;2,58925378;-0,970970168;1,618283613
0,008125;-8481,966811;19434,94037;-10952,97356;740,8048387;9222,77165;-10212,16872;2,58925378;-0,970970168;1,29462689
0,00819;-8919,489132;19474,71512;-10555,22599;492,212611;9411,701743;-10063,01338;2,912910503;-0,647313445;1,29462689
0,008255;-9302,321163;19509,51803;-10207,19687;208,8174713;9511,138634;-9998,379401;2,58925378;-0,970970168;1,29462689
0,00832;-9784,590085;19494,6025;-9710,012416;-119,3242693;9665,265815;-9829,336686;2,912910503;-0,970970168;1,29462689
0,008385;-10152,50658;19484,65881;-9332,15223;-362,9446525;9789,561929;-9695,096883;2,58925378;-0,647313445;1,29462689
0,00845;-10520,42308;19449,8559;-8929,432821;-606,5650357;9913,858043;-9535,997857;2,58925378;-0,647313445;1,29462689
0,008515;-10888,33958;19444,88406;-8556,54448;-850,1854189;10038,15416;-9406,729898;2,58925378;-0,647313445;0,970970168
0,00858;-11251,28423;19444,88406;-8193,599827;-1093,805802;10157,47843;-9287,405629;2,58925378;-0,323656723;1,29462689
0,008645;-11663,94733;19380,25008;-7716,30275;-1382,172786;10281,77454;-9098,475536;2,265597058;-0,647313445;0,970970168
0,00871;-11992,08907;19330,53163;-7338,442564;-1586,018413;10406,07065;-8924,460977;2,58925378;-0,647313445;0,970970168
0,008775;-12394,80848;19320,58794;-6925,779465;-1869,413553;10525,39492;-8795,193018;2,58925378;-0,647313445;0,970970168
0,00884;-12847,24633;19255,95396;-6408,707632;-2197,555293;10649,69104;-8606,262925;2,265597058;-0,647313445;0,970970168
0,008905;-13180,35992;19136,62969;-5956,269777;-2480,950433;10699,40948;-8437,22021;2,58925378;-0,647313445;0,647313445
0,00897;-13503,52981;19022,27727;-5518,747456;-2724,570816;10778,959;-8243,318273;2,58925378;-0,323656723;0,970970168
0,009035;-13831,67155;18927,81222;-5096,140669;-2973,163044;10858,50851;-8069,303713;2,265597058;-0,647313445;0,647313445
0,0091;-14194,61621;18813,4598;-4618,843592;-3256,558184;10938,05802;-7875,401775;2,58925378;-0,323656723;0,647313445
0,009165;-14597,33561;18699,10737;-4101,771758;-3539,953323;11057,38229;-7641,725081;2,58925378;-0,323656723;0,647313445
0,00923;-14900,61813;18500,23359;-3599,615458;-3828,320308;11072,29782;-7427,935765;2,265597058;-0,323656723;0,323656723
0,009295;-15179,04143;18331,19088;-3152,149448;-4071,940691;11107,10074;-7224,090139;2,58925378;-0,323656723;0,323656723
0,00936;-15541,98608;18177,06369;-2635,077614;-4355,33583;11186,65025;-6990,413445;2,58925378;-0,323656723;0,323656723
0,009425;-15875,09966;18008,02098;-2132,921314;-4643,702815;11231,39685;-6776,624129;2,265597058;-0,323656723;0,323656723
0,00949;-16158,4948;17809,1472;-1650,652392;-4887,323198;11271,17161;-6537,97559;2,265597058;-0,323656723;0,323656723
0,009555;-16372,28412;17565,52681;-1193,242693;-5130,943581;11241,34054;-6324,186274;2,265597058;0;0,323656723
0,00962;-16645,73557;17331,85012;-686,1145486;-5374,563964;11271,17161;-6060,678513;1,941940335;-0,323656723;0
0,009685;-16939,0744;17083,25789;-144,1834921;-5662,930948;11276,14345;-5807,11444;2,265597058;0;0
0,00975;-17177,72294;16904,27149;273,4514505;-5866,776575;11310,94636;-5593,325125;1,941940335;0;0
0,009815;-17316,93459;16605,96081;710,9737714;-6070,622202;11246,31238;-5359,648431;1,941940335;-0,323656723;0
0,00988;-17545,63944;16352,39674;1193,242693;-6274,467829;11271,17161;-5081,225135;1,941940335;0;-0,323656723
0,009945;-17759,42875;16069,0016;1690,427149;-6518,088212;11241,34054;-4827,661063;1,941940335;0;0
0,01001;-18037,85205;15790,57831;2247,273739;-6801,483352;11236,36869;-4554,209613;1,618283613;0;-0,323656723
0,010075;-18216,83845;15467,40841;2749,430039;-7050,075579;11166,76287;-4300,64554;1,941940335;0,323656723;-0,323656723
0,01014;-18410,74039;15149,21036;3261,530028;-7253,921206;11156,81918;-3992,391178;1,618283613;0,323656723;-0,323656723
0,010205;-18535,0365;14811,12493;3723,911572;-7452,794988;11082,24151;-3728,883416;1,618283613;0;-0,323656723
0,01027;-18694,13553;14492,92688;4201,208649;-7656,640615;11037,49491;-3455,431966;1,618283613;0,323656723;-0,323656723
0,010335;-18818,43164;14125,01038;4693,42126;-7860,486242;10957,9454;-3167,064982;1,618283613;0,323656723;-0,323656723
0,0104;-18942,72776;13791,8968;5150,830959;-8064,331869;10878,39589;-2913,500909;1,29462689;0,323656723;-0,647313445
0,010465;-19027,24911;13438,89583;5588,35328;-8228,402739;10798,84637;-2640,049459;1,618283613;0,323656723;-0,323656723
0,01053;-19146,57338;13066,00749;6080,565891;-8432,248366;10714,32502;-2351,682475;1,29462689;0,323656723;-0,323656723
0,010595;-19270,8695;12732,89391;6537,97559;-8636,093992;10634,7755;-2098,118402;1,29462689;0,323656723;-0,647313445
0,01066;-19315,6161;12340,11819;6975,497911;-8800,164863;10515,45123;-1824,666952;1,29462689;0,647313445;-0,323656723
0,010725;-19355,39085;11967,22984;7388,161009;-8924,460977;10430,92988;-1536,299968;0,970970168;0,647313445;-0,323656723
0,01079;-19355,39085;11564,51044;7790,880418;-9043,785246;10311,60561;-1252,904828;0,970970168;0,647313445;-0,323656723
0,010855;-19434,94037;11226,42501;8208,515361;-9207,856116;10227,08425;-999,3407556;0,970970168;0,647313445;-0,323656723
0,01092;-19519,46172;10863,48035;8655,981371;-9411,701743;10107,75998;-755,7203724;0,970970168;0,647313445;-0,323656723
0,010985;-19484,65881;10455,7891;9028,869712;-9535,997857;9948,660955;-507,1281446;0,647313445;0,647313445;-0,647313445
0,01105;-19479,68697;10028,21047;9451,476499;-9655,322126;9824,364841;-203,8456268;0,970970168;0,647313445;-0,323656723
0,011115;-19519,46172;9610,575525;9908,886199;-9819,392997;9700,068727;89,49320199;0,970970168;0,647313445;-0,323656723
0,01118;-19519,46172;9227,743494;10291,71823;-9943,68911;9575,772613;348,0291189;0,647313445;0,647313445;-0,647313445
0,011245;-19519,46172;8834,967775;10684,49395;-10063,01338;9456,448344;621,4805694;0,970970168;0,970970168;-0,323656723
0,01131;-19444,88406;8422,304677;11022,57938;-10147,53474;9297,349318;875,0446417;0,647313445;0,647313445;0
0,011375;-19434,94037;8014,613423;11420,32694;-10266,85901;9168,08136;1153,467937;0,647313445;0,647313445;-0,323656723
0,01144;-19400,13745;7572,119258;11828,0182;-10391,15512;9008,982334;1436,863076;0,647313445;0,970970168;-0,323656723
0,011505;-19315,6161;7154,484315;12161,13178;-10470,70463;8844,911464;1690,427149;0,647313445;0,970970168;-0,323656723
0,01157;-19275,84134;6756,736751;12519,10459;-10555,22599;8720,61535;1963,878599;0,323656723;0,647313445;-0,323656723
0,011635;-19161,48892;6274,467829;12887,02109;-10634,7755;8526,713412;2252,245584;0,647313445;0,970970168;-0,323656723
0,0117;-19116,74231;5851,861041;13264,88127;-10759,07162;8357,670697;2505,809656;0,323656723;0,970970168;-0,323656723
0,011765;-18997,41805;5379,535809;13617,88224;-10838,62113;8158,796915;2779,261106;0,323656723;0,970970168;-0,323656723
0,01183;-18907,92484;4922,12611;13985,79873;-10918,17064;7989,7542;3067,628091;0,323656723;1,29462689;-0,323656723
0,011895;-18758,76951;4434,885343;14323,88416;-11002,692;7756,077506;3321,192163;0,323656723;1,29462689;-0,323656723
0,01196;-18629,50155;3952,616421;14676,88513;-11082,24151;7547,260035;3594,643613;0;1,29462689;-0,647313445
0,012025;-18425,65592;3450,460121;14975,1958;-11122,01627;7303,639652;3853,17953;0,323656723;1,29462689;-0,323656723
0,01209;-18301,35981;2968,191199;15333,16861;-11206,53763;7094,82218;4126,630981;0;1,29462689;-0,323656723
0,012155;-18137,28894;2480,950433;15656,3385;-11246,31238;6890,976554;4410,02612;0;1,29462689;-0,323656723
0,01222;-17928,47147;2023,540734;15904,93073;-11206,53763;6721,933839;4698,393105;0;1,618283613;-0,323656723
0,012285;-17734,56953;1506,4689;16228,10063;-11246,31238;6488,257145;4981,788244;0;1,618283613;-0,323656723
0,01235;-17525,75206;1044,087357;16481,6647;-11246,31238;6279,439673;5235,352317;0;1,29462689;-0,323656723
0,012415;-17287,10352;561,8184347;16725,28508;-11246,31238;6040,791135;5478,9727;0;1,618283613;0
0,01248;-17038,51129;64,63397922;16973,87731;-11246,31238;5792,198907;5727,564928;-0,323656723;1,618283613;0
0,012545;-16715,34139;-492,212611;17207,55401;-11206,53763;5508,803767;6001,016378;-0,323656723;1,618283613;-0,323656723
0,01261;-16551,27052;-959,5659992;17510,83652;-11286,08714;5265,183384;6224,749383;-0,323656723;1,618283613;0
0,012675;-16262,90354;-1402,060165;17664,9637;-11206,53763;5056,365913;6458,426077;-0,647313445;1,618283613;0
0,01274;-15979,5084;-1929,075687;17908,58409;-11206,53763;4772,970773;6702,04646;-0,323656723;1,618283613;0
0,012805;-15696,11326;-2386,485387;18082,59865;-11166,76287;4529,35039;6915,835776;-0,323656723;1,941940335;0
0,01287;-15288,42201;-2943,331977;18231,75398;-11082,24151;4206,180494;7149,51247;-0,647313445;1,941940335;0,323656723
0,012935;-15034,85793;-3405,71352;18440,57146;-11042,46676;3992,391178;7398,104698;-0,647313445;1,618283613;0
0,013;-14671,91328;-3902,897976;18574,81126;-10962,91724;3708,996038;7611,894014;-0,647313445;1,941940335;0,323656723
0,013065;-14343,77154;-4390,138742;18733,91028;-10918,17064;3425,600899;7815,739641;-0,647313445;1,941940335;0,323656723
0,01313;-13975,85504;-4882,351353;18858,2064;-10838,62113;3137,233914;8019,585268;-0,970970168;1,941940335;0,323656723
0,013195;-13652,68515;-5369,59212;19022,27727;-10798,84637;2853,838775;8223,430894;-0,647313445;2,265597058;0,647313445
0,01326;-13359,34632;-5747,452306;19106,79863;-10714,32502;2645,021303;8392,473609;-0,970970168;1,941940335;0,647313445
0,013325;-12956,62691;-6194,918316;19151,54523;-10595,00075;2361,626164;8556,54448;-0,970970168;1,941940335;0,647313445
0,01339;-12588,71041;-6642,384326;19231,09474;-10510,47939;2078,231024;8720,61535;-0,970970168;1,941940335;0,647313445
0,013455;-12220,79392;-7124,653248;19345,44716;-10430,92988;1789,86404;8914,517288;-1,29462689;1,941940335;0,647313445
0,01352;-11852,87742;-7507,485278;19360,3627;-10306,63376;1546,243657;9053,728935;-0,970970168;1,941940335;0,647313445
0,013585;-11489,93277;-7905,232843;19395,16561;-10187,30949;1302,623273;9207,856116;-0,970970168;1,941940335;0,970970168
0,01365;-11077,26967;-8357,670697;19434,94037;-10063,01338;1014,256289;9371,926987;-1,29462689;1,941940335;0,970970168
0,013715;-10714,32502;-8805,136707;19519,46172;-9983,463867;730,8611496;9535,997857;-1,29462689;1,941940335;0,970970168
0,01378;-10306,63376;-9173,053204;19479,68697;-9819,392997;487,2407664;9660,293971;-1,29462689;1,941940335;0,970970168
0,013845;-9893,970665;-9620,519214;19514,48988;-9695,096883;198,8737822;9819,392997;-1,29462689;1,941940335;0,970970168
0,01391;-9451,476499;-10033,18231;19484,65881;-9535,997857;-84,52135744;9948,660955;-1,29462689;1,941940335;0,970970168
0,013975;-9078,588158;-10401,09881;19479,68697;-9411,701743;-333,1135852;10067,98522;-1,618283613;1,941940335;1,29462689
0,01404;-8670,896904;-10843,59297;19514,48988;-9287,405629;-616,5087248;10227,08425;-1,618283613;1,941940335;0,970970168
0,014105;-8263,205651;-11191,62209;19454,82774;-9128,306603;-865,1009526;10326,52114;-1,29462689;1,941940335;1,29462689
0,01417;-7895,289154;-11514,79199;19410,08114;-9004,010489;-1108,721336;10406,07065;-1,29462689;1,941940335;1,29462689
0,014235;-7368,273631;-11912,53955;19280,81319;-8760,390106;-1392,116475;10520,42308;-1,618283613;1,941940335;1,29462689
0,0143;-7035,160046;-12280,45605;19315,6161;-8675,868749;-1640,708703;10639,74735;-1,618283613;2,265597058;1,29462689
0,014365;-6632,440637;-12618,54148;19250,98212;-8516,769723;-1884,329086;10734,21239;-1,618283613;1,941940335;1,29462689
0,01443;-6184,974627;-13011,3172;19196,29183;-8352,698853;-2167,724226;10843,59297;-1,618283613;1,618283613;1,29462689
