;V1;V2;V3;A1;A2;A3;U1;U2;U3
;V;V;V;A;A;A;V;V;V
0,178289;-10878,39589;7915,176532;3147,177603;0,323656723;1,618283613;-0,323656723;-18793,57242;4767,998928;14025,57349
0,178354;-10962,91724;7706,359061;3400,741676;0,647313445;1,618283613;0;-18669,2763;4305,617385;14363,65892
0,178419;-11002,692;7502,513434;3649,333904;0,323656723;1,618283613;0;-18505,20543;3853,17953;14652,0259
0,178484;-11042,46676;7298,667807;3952,616421;0;1,618283613;-0,323656723;-18341,13456;3346,051386;14995,08318
0,178549;-11122,01627;7060,019268;4245,95525;0,323656723;1,618283613;-0,323656723;-18182,03554;2814,064018;15367,97152
0,178614;-11166,76287;6816,398885;4504,491167;0;1,618283613;-0,323656723;-17983,16176;2311,907718;15671,25404
0,178679;-11166,76287;6607,581414;4718,280483;-0,323656723;1,618283613;-0,323656723;-17774,34428;1889,300931;15885,04335
0,178744;-11206,53763;6363,961031;4981,788244;0;1,618283613;0;-17570,49866;1382,172786;16188,32587
0,178809;-11246,31238;6155,143559;5265,183384;-0,323656723;1,618283613;0;-17401,45594;889,9601754;16511,49577
0,178874;-11246,31238;5876,720264;5488,916389;-0,647313445;1,618283613;-0,323656723;-17123,03265;387,8038753;16735,22877
0,178939;-11246,31238;5667,902793;5727,564928;-0,323656723;1,618283613;-0,323656723;-16914,21518;-59,66213466;16973,87731
0,179004;-11246,31238;5424,28241;5971,185311;-0,647313445;1,618283613;0;-16670,59479;-546,9029011;17217,49769
0,179069;-11206,53763;5140,88727;6184,974627;-0,647313445;1,618283613;-0,323656723;-16347,4249;-1044,087357;17391,51225
0,179134;-11206,53763;4932,069799;6448,482388;-0,647313445;1,618283613;-0,323656723;-16138,60743;-1516,412589;17655,02002
0,179199;-11166,76287;4693,42126;6672,215393;-0,970970168;1,618283613;0;-15860,18413;-1978,794133;17838,97826
0,179264;-11122,01627;4405,054276;6905,892087;-0,970970168;1,618283613;-0,323656723;-15527,07055;-2500,837811;18027,90836
0,179329;-11082,24151;4121,659136;7149,51247;-0,970970168;1,618283613;0;-15203,90065;-3027,853334;18231,75398
0,179394;-11042,46676;3833,292152;7363,301786;-1,29462689;1,618283613;0;-14875,75891;-3530,009634;18405,76854
0,179459;-11002,692;3589,671769;7567,147413;-1,29462689;1,618283613;-0,323656723;-14592,36377;-3977,475644;18569,83941
0,179524;-10918,17064;3301,304785;7770,99304;-1,29462689;1,618283613;0;-14219,47543;-4469,688255;18689,16368
0,179589;-10838,62113;3017,909645;7974,838667;-1,29462689;1,618283613;0;-13856,53078;-4956,929022;18813,4598
0,179654;-10759,07162;2774,289262;8178,684293;-1,618283613;1,618283613;0;-13533,36088;-5404,395032;18937,75591
0,179719;-10674,55026;2485,922278;8352,698853;-1,29462689;1,618283613;0;-13160,47254;-5866,776575;19027,24911
0,179784;-10595,00075;2242,301894;8516,769723;-1,618283613;1,618283613;0;-12837,30264;-6274,467829;19111,77047
0,179849;-10510,47939;1953,93491;8680,840593;-1,618283613;1,29462689;0;-12464,4143;-6726,905683;19191,31998
0,179914;-10391,15512;1670,539771;8844,911464;-1,618283613;1,618283613;0,323656723;-12061,69489;-7174,371693;19236,06658
0,179979;-10306,63376;1421,947543;9004,010489;-1,618283613;1,618283613;0,323656723;-11728,58131;-7582,062947;19310,64425
0,180044;-10187,30949;1178,32716;9197,912427;-1,941940335;1,29462689;0,323656723;-11365,63665;-8019,585268;19385,22192
0,180109;-10063,01338;894,9320199;9307,293007;-1,618283613;1,618283613;0,323656723;-10957,9454;-8412,360987;19370,30639
0,180174;-9898,942509;646,3397922;9486,279411;-1,941940335;1,618283613;0,323656723;-10545,2823;-8839,939619;19385,22192
0,180239;-9779,61824;362,9446525;9620,519214;-1,941940335;1,618283613;0,323656723;-10142,56289;-9257,574562;19400,13745
0,180304;-9695,096883;74,57766833;9779,61824;-1,618283613;1,618283613;0,647313445;-9769,674551;-9705,040572;19474,71512
0,180369;-9575,772613;-243,6203832;9844,252219;-1,941940335;1,618283613;0,647313445;-9332,15223;-10087,8726;19420,02483
0,180434;-9371,926987;-457,4096991;10013,29493;-1,941940335;1,29462689;0,323656723;-8914,517288;-10470,70463;19385,22192
0,180499;-9247,630873;-775,6077506;10122,67551;-1,941940335;1,618283613;0,647313445;-8472,023122;-10898,28327;19370,30639
0,180564;-9128,306603;-989,3970665;10232,05609;-1,941940335;1,618283613;0,647313445;-8138,909537;-11221,45316;19360,3627
0,180629;-8964,235733;-1228,045605;10356,35221;-2,265597058;1,29462689;0,647313445;-7736,190128;-11584,39781;19320,58794
0,180694;-8800,164863;-1476,637833;10475,67648;-1,941940335;1,29462689;0,970970168;-7323,52703;-11952,31431;19275,84134
0,180759;-8636,093992;-1760,032973;10570,14152;-1,941940335;1,618283613;0,970970168;-6876,06102;-12330,1745;19206,23552
0,180824;-8472,023122;-2008,6252;10679,5221;-1,941940335;1,29462689;0,647313445;-6463,397922;-12688,1473;19151,54523
0,180889;-8312,924096;-2292,02034;10744,15608;-2,265597058;1,618283613;0,970970168;-6020,903756;-13036,17642;19057,08018
0,180954;-8109,07847;-2535,640723;10843,59297;-2,265597058;1,29462689;0,970970168;-5573,437746;-13379,2337;18952,67144
0,181019;-7905,232843;-2824,007707;10938,05802;-2,265597058;1,29462689;0,970970168;-5081,225135;-13762,06573;18843,29086
0,181084;-7701,387216;-3107,402847;11017,60753;-2,265597058;1,618283613;0,970970168;-4593,984369;-14125,01038;18718,99475
0,181149;-7497,541589;-3355,995075;11097,15705;-2,265597058;1,618283613;1,29462689;-4141,546514;-14453,15212;18594,69864
0,181214;-7293,695963;-3639,390214;11117,04443;-2,265597058;1,618283613;1,29462689;-3654,305748;-14756,43464;18410,74039
0,181279;-7050,075579;-3927,757199;11181,6784;-2,265597058;1,618283613;1,29462689;-3122,318381;-15109,4356;18231,75398
0,181344;-6846,229953;-4211,152338;11231,39685;-2,58925378;1,618283613;1,618283613;-2635,077614;-15442,54919;18077,6268
0,181409;-6682,159082;-4499,519322;11271,17161;-2,58925378;1,618283613;1,29462689;-2182,63976;-15770,69093;17953,33069
0,181474;-6354,017342;-4673,533882;11310,94636;-2,265597058;1,618283613;1,618283613;-1680,48346;-15984,48025;17664,9637
0,181539;-6150,171715;-4981,788244;11320,89005;-2,265597058;1,618283613;1,941940335;-1168,38347;-16302,6783;17471,06177
0,181604;-5906,551332;-5195,57756;11355,69296;-2,58925378;1,29462689;1,941940335;-710,9737714;-16551,27052;17262,2443
0,181669;-5662,930948;-5439,197943;11365,63665;-2,265597058;1,618283613;2,265597058;-223,733005;-16804,8346;17028,5676
0,181734;-5459,085322;-5648,015415;11395,46772;-2,265597058;1,618283613;1,941940335;188,9300931;-17043,48314;16854,55304
0,181799;-5170,718337;-5886,663953;11310,94636;-2,58925378;1,618283613;1,941940335;715,945616;-17197,61032;16481,6647
0,181864;-4927,097954;-6130,284337;11281,1153;-2,265597058;1,618283613;2,265597058;1203,186382;-17411,39963;16208,21325
0,181929;-4643,702815;-6339,101808;11281,1153;-2,58925378;1,618283613;2,265597058;1695,398993;-17620,2171;15924,81811
0,181994;-4400,082431;-6582,722191;11221,45316;-2,265597058;1,618283613;2,265597058;2182,63976;-17804,17535;15621,53559
0,182059;-4151,490204;-6791,539662;11201,56578;-2,265597058;1,618283613;2,58925378;2640,049459;-17993,10545;15353,05599
0,182124;-3868,095064;-7069,962958;11141,90365;-2,58925378;1,618283613;2,58925378;3201,867894;-18211,86661;15009,99871
0,182189;-3584,699924;-7278,780429;11087,21336;-2,265597058;1,29462689;2,58925378;3694,080505;-18365,99379;14671,91328
0,182254;-3296,33294;-7447,823144;11047,4386;-2,265597058;1,618283613;2,912910503;4151,490204;-18495,26175;14343,77154
0,182319;-3092,487313;-7681,499838;10977,83278;-2,265597058;1,618283613;2,912910503;4589,012524;-18659,33262;14070,32009
0,182384;-2809,092174;-7890,317309;10893,31142;-2,58925378;1,29462689;2,912910503;5081,225135;-18783,62873;13702,40359
0,182449;-2520,725189;-8094,162936;10813,76191;-2,265597058;1,618283613;3,236567225;5573,437746;-18907,92484;13334,4871
0,182514;-2277,104806;-8302,980407;10734,21239;-2,265597058;1,29462689;3,236567225;6025,875601;-19037,1928;13011,3172
0,182579;-1993,709667;-8432,248366;10649,69104;-2,265597058;1,29462689;3,236567225;6438,538699;-19081,9394;12643,4007
0,182644;-1750,089283;-8626,150303;10540,31046;-1,941940335;1,29462689;3,236567225;6876,06102;-19166,46076;12290,39974
0,182709;-1461,722299;-8795,193018;10445,84541;-2,265597058;1,29462689;3,236567225;7333,470719;-19241,03843;11907,56771
0,182774;-1218,101916;-8959,263889;10336,46483;-2,265597058;1,29462689;3,236567225;7741,161972;-19295,72872;11554,56675
0,182839;-934,7067764;-9048,75709;10212,16872;-1,941940335;1,29462689;3,560223948;8114,050314;-19260,92581;11146,87549
0,182904;-686,1145486;-9237,687184;10053,06969;-2,265597058;1,29462689;3,560223948;8551,572635;-19290,75687;10739,18424
0,182969;-442,4941654;-9406,729898;9958,604644;-2,265597058;0,970970168;3,236567225;8964,235733;-19365,33454;10401,09881
0,183034;-159,0990258;-9535,997857;9844,252219;-2,265597058;1,29462689;3,560223948;9376,898831;-19380,25008;10003,35125
0,183099;129,2679584;-9729,899795;9714,984261;-2,265597058;0,970970168;3,560223948;9859,167753;-19444,88406;9585,716302
0,183164;412,6630981;-9829,336686;9565,828924;-2,265597058;0,970970168;3,560223948;10241,99978;-19395,16561;9153,165826
0,183229;656,2834813;-9978,492022;9436,560966;-2,265597058;0,970970168;3,88388067;10634,7755;-19415,05299;8780,277485
0,183294;944,6504655;-10072,95707;9282,433785;-2,265597058;0,647313445;3,560223948;11017,60753;-19355,39085;8337,783319
0,183359;1188,270849;-10187,30949;9153,165826;-2,265597058;0,970970168;3,88388067;11375,58034;-19340,47532;7964,894977
0,183424;1431,891232;-10311,60561;9028,869712;-2,265597058;0,970970168;3,88388067;11743,49684;-19340,47532;7596,97848
0,183489;1675,511615;-10435,90172;8874,742531;-1,941940335;0,647313445;3,560223948;12111,41334;-19310,64425;7199,230916
0,183554;1963,878599;-10485,62017;8680,840593;-1,941940335;0,647313445;3,88388067;12449,49877;-19166,46076;6716,961994
0,183619;2247,273739;-10599,97259;8476,994967;-1,941940335;0,647313445;3,88388067;12847,24633;-19076,96756;6229,721228
0,183684;2490,894122;-10684,49395;8337,783319;-2,265597058;0,647313445;3,88388067;13175,38807;-19022,27727;5846,889197
0,183749;2734,514505;-10764,04346;8148,853226;-1,941940335;0,647313445;3,88388067;13498,55797;-18912,89669;5414,338721
0,183814;3022,88149;-10848,56482;7945,007599;-2,265597058;0,647313445;3,88388067;13871,44631;-18793,57242;4922,12611
0,183879;3266,501873;-10967,88909;7741,161972;-2,58925378;0,647313445;4,207537393;14234,39096;-18709,05106;4474,6601
0,183944;3549,897012;-11017,60753;7537,316346;-2,265597058;0,647313445;4,207537393;14567,50455;-18554,92388;3987,419333
0,184009;3838,263997;-11092,1852;7333,470719;-2,265597058;0,323656723;4,207537393;14930,4492;-18425,65592;3495,206722
0,184074;4081,88438;-11136,9318;7099,794025;-2,265597058;0,323656723;4,207537393;15218,81618;-18236,72583;3017,909645
0,184139;4365,279519;-11181,6784;6856,173642;-2,265597058;0,323656723;4,207537393;15546,95792;-18037,85205;2490,894122
0,184204;4613,871747;-11186,65025;6642,384326;-2,265597058;0,323656723;4,207537393;15800,522;-17829,03458;2028,512579
0,184269;4897,266887;-11221,45316;6408,707632;-2,265597058;0;4,207537393;16118,72005;-17630,16079;1511,440745
0,184334;5140,88727;-11261,22792;6165,087248;-1,941940335;0;4,207537393;16402,11519;-17426,31517;1024,199978
0,184399;5384,507653;-11301,00267;5916,495021;-1,941940335;0;4,531194115;16685,51033;-17217,49769;531,9873674
0,184464;5633,099881;-11305,97452;5702,705705;-2,265597058;-0,323656723;4,207537393;16939,0744;-17008,68022;69,60582377
0,184529;5836,945508;-11271,17161;5439,197943;-1,941940335;0;4,531194115;17108,11711;-16710,36955;-397,7475644
0,184594;6040,791135;-11231,39685;5215,464938;-1,941940335;0;4,531194115;17272,18798;-16446,86179;-825,3261962
0,184659;6324,186274;-11226,42501;4951,957177;-1,941940335;-0,323656723;4,207537393;17550,61128;-16178,38218;-1372,229097
0,184724;6567,806657;-11226,42501;4698,393105;-1,941940335;-0,323656723;4,531194115;17794,23166;-15924,81811;-1869,413553
0,184789;6771,652284;-11191,62209;4419,96981;-1,941940335;-0,323656723;4,531194115;17963,27438;-15611,5919;-2351,682475
0,184854;6975,497911;-11146,87549;4136,57467;-1,941940335;-0,647313445;4,531194115;18122,3734;-15283,45016;-2838,923241
0,184919;7219,118294;-11107,10074;3853,17953;-1,618283613;-0,647313445;4,531194115;18326,21903;-14960,28027;-3365,938764
0,184984;7467,710522;-11067,32598;3564,812546;-1,618283613;-0,647313445;4,531194115;18535,0365;-14632,13853;-3902,897976
0,185049;7671,556149;-11027,55122;3311,248474;-1,941940335;-0,647313445;4,531194115;18699,10737;-14338,7997;-4360,307675
0,185114;7830,655174;-10948,00171;3037,797023;-1,618283613;-0,647313445;4,531194115;18778,65689;-13985,79873;-4792,858151
0,185179;8034,500801;-10833,64929;2749,430039;-1,618283613;-0,647313445;4,531194115;18868,15009;-13583,07932;-5285,070762
0,185244;8238,346428;-10783,93084;2495,865967;-1,618283613;-0,970970168;4,531194115;19022,27727;-13279,79681;-5742,480461
0,185309;8442,192055;-10704,38133;2252,245584;-1,29462689;-0,647313445;4,531194115;19146,57338;-12956,62691;-6189,946471
0,185374;8566,488169;-10624,83181;1978,794133;-1,29462689;-0,970970168;4,531194115;19191,31998;-12603,62595;-6587,694036
0,185439;8730,559039;-10470,70463;1690,427149;-1,29462689;-0,970970168;4,531194115;19201,26367;-12161,13178;-7040,13189
0,185504;8894,629909;-10376,23959;1407,032009;-0,970970168;-0,970970168;4,531194115;19270,8695;-11783,2716;-7487,5979
0,185569;9098,475536;-10296,69007;1153,467937;-1,29462689;-0,970970168;4,531194115;19395,16561;-11450,15801;-7945,007599
0,185634;9217,799805;-10177,3658;904,875709;-1,29462689;-0,970970168;4,531194115;19395,16561;-11082,24151;-8312,924096
0,185699;9342,095919;-10058,04154;631,4242585;-0,970970168;-0,970970168;4,531194115;19400,13745;-10689,46579;-8710,671661
0,185764;9506,16679;-9933,745421;348,0291189;-0,970970168;-0,970970168;4,531194115;19439,91221;-10281,77454;-9158,137671
0,185829;9665,265815;-9809,449307;59,66213466;-0,970970168;-1,29462689;4,531194115;19474,71512;-9869,111442;-9605,603681
0,185894;9789,561929;-9690,125038;-223,733005;-0,970970168;-0,970970168;4,854850838;19479,68697;-9466,392033;-10013,29493
0,185959;9913,858043;-9565,828924;-477,2970773;-0,970970168;-0,970970168;4,854850838;19479,68697;-9088,531847;-10391,15512
0,186024;9993,407556;-9371,926987;-720,9174605;-0,970970168;-1,29462689;4,531194115;19365,33454;-8651,009526;-10714,32502
0,186089;10117,70367;-9237,687184;-999,3407556;-0,647313445;-1,29462689;4,854850838;19355,39085;-8238,346428;-11117,04443
0,186154;10237,02794;-9083,560002;-1282,735895;-0,647313445;-1,29462689;4,854850838;19320,58794;-7800,824107;-11519,76383
0,186219;10361,32405;-8919,489132;-1506,4689;-0,647313445;-1,29462689;4,531194115;19280,81319;-7413,020232;-11867,79295
0,186284;10440,87357;-8790,221174;-1774,948506;-0,323656723;-0,970970168;4,531194115;19231,09474;-7015,272667;-12215,82207
0,186349;10525,39492;-8631,122148;-2058,343646;-0,647313445;-1,29462689;4,531194115;19156,51707;-6572,778502;-12583,73857
0,186414;10644,71919;-8432,248366;-2311,907718;-0,647313445;-1,29462689;4,531194115;19076,96756;-6120,340647;-12956,62691
0,186479;10729,24055;-8302,980407;-2555,528101;-0,323656723;-1,29462689;4,854850838;19032,22096;-5747,452306;-13284,76865
0,186544;10808,79006;-8109,07847;-2833,951396;-0,323656723;-1,29462689;4,531194115;18917,86853;-5275,127073;-13642,74146
0,186609;10888,33958;-7900,260998;-3147,177603;-0,323656723;-1,29462689;4,854850838;18788,60057;-4753,083395;-14035,51718
0,186674;10972,86093;-7696,415371;-3445,488277;0;-1,29462689;4,854850838;18669,2763;-4250,927095;-14418,34921
0,186739;11012,63569;-7492,569745;-3728,883416;0;-1,29462689;4,854850838;18505,20543;-3763,686328;-14741,51911
0,186804;11052,41045;-7288,724118;-3952,616421;0;-1,618283613;4,854850838;18341,13456;-3336,107697;-15005,02687
0,186869;11092,1852;-7050,075579;-4216,124183;0,323656723;-1,29462689;5,178507561;18142,26078;-2833,951396;-15308,30939
0,186934;11176,70656;-6841,258108;-4504,491167;0,323656723;-1,29462689;5,178507561;18017,96467;-2336,766941;-15681,19773
0,186999;11216,48132;-6637,412481;-4787,886307;0,323656723;-1,618283613;4,854850838;17853,8938;-1849,526175;-16004,36762
0,187064;11216,48132;-6354,017342;-5041,450379;0,647313445;-1,29462689;4,854850838;17570,49866;-1312,566963;-16257,9317
0,187129;11216,48132;-6145,19987;-5285,070762;0,647313445;-1,29462689;4,854850838;17361,68119;-860,1291081;-16501,55208
0,187194;11216,48132;-5906,551332;-5498,860078;0,647313445;-1,618283613;4,854850838;17123,03265;-407,6912535;-16715,34139
0,187259;11256,25607;-5662,930948;-5767,339684;0,647313445;-1,29462689;5,178507561;16919,18702;104,4087357;-17023,59576
0,187324;11216,48132;-5414,338721;-6020,903756;0,970970168;-1,29462689;4,854850838;16630,82004;606,5650357;-17237,38507
0,187389;11216,48132;-5170,718337;-6234,693072;0,970970168;-1,618283613;4,854850838;16387,19965;1063,974735;-17451,17439
0,187454;11176,70656;-4927,097954;-6498,200834;1,29462689;-1,29462689;5,178507561;16103,80451;1571,102879;-17674,90739
0,187519;11136,9318;-4683,477571;-6721,933839;0,970970168;-1,29462689;4,854850838;15820,40937;2038,456268;-17858,86564
0,187584;11136,9318;-4434,885343;-6955,610533;1,29462689;-1,29462689;4,854850838;15571,81715;2520,725189;-18092,54234
0,187649;11092,1852;-4151,490204;-7169,399849;1,618283613;-1,29462689;4,854850838;15243,67541;3017,909645;-18261,58505
0,187714;11012,63569;-3863,123219;-7373,245475;1,29462689;-1,29462689;4,854850838;14875,75891;3510,122256;-18385,88117
0,187779;10933,08618;-3579,72808;-7611,894014;1,618283613;-1,618283613;4,854850838;14512,81426;4032,165934;-18544,98019
0,187844;10888,33958;-3291,361096;-7825,68333;1,618283613;-1,29462689;4,854850838;14179,70067;4534,322234;-18714,02291
0,187909;10848,56482;-3047,740712;-8029,528957;1,618283613;-1,29462689;4,854850838;13896,30553;4981,788244;-18878,09378
0,187974;10769,01531;-2759,373728;-8198,571672;1,618283613;-1,29462689;4,531194115;13528,38903;5439,197943;-18967,58698
0,188039;10644,71919;-2515,753345;-8392,473609;1,941940335;-1,29462689;4,854850838;13160,47254;5876,720264;-19037,1928
0,188104;10565,16968;-2232,358205;-8596,319236;1,941940335;-1,29462689;4,531194115;12797,52789;6363,961031;-19161,48892
0,188169;10480,64832;-1983,765978;-8735,530884;1,941940335;-1,29462689;4,531194115;12464,4143;6751,764906;-19216,17921
0,188234;10401,09881;-1700,370838;-8894,629909;1,941940335;-1,29462689;4,531194115;12101,46965;7194,259071;-19295,72872
0,188299;10276,8027;-1412,003854;-9018,926023;1,941940335;-1,29462689;4,531194115;11688,80655;7606,922169;-19295,72872
0,188364;10157,47843;-1168,38347;-9207,856116;1,941940335;-1,29462689;4,207537393;11325,8619;8039,472646;-19365,33454
0,188429;10033,18231;-959,5659992;-9381,870676;1,941940335;-0,970970168;4,531194115;10992,74831;8422,304677;-19415,05299
0,188494;9913,858043;-641,3679476;-9511,138634;1,941940335;-1,29462689;4,207537393;10555,22599;8869,770687;-19424,99668
0,188559;9789,561929;-353,0009634;-9630,462903;1,941940335;-1,29462689;4,207537393;10142,56289;9277,46194;-19420,02483
0,188624;9665,265815;-109,3805802;-9789,561929;2,265597058;-1,29462689;4,207537393;9774,646396;9680,181349;-19454,82774
0,188689;9545,941546;178,986404;-9918,829888;1,941940335;-1,29462689;4,207537393;9366,955142;10097,81629;-19464,77143
0,188754;9381,870676;462,3815436;-10038,15416;2,265597058;-1,29462689;4,207537393;8919,489132;10500,5357;-19420,02483
0,188819;9257,574562;785,5514397;-10132,6192;2,265597058;-1,29462689;4,207537393;8472,023122;10918,17064;-19390,19377
0,188884;9098,475536;964,5378437;-10276,8027;2,265597058;-1,29462689;4,207537393;8133,937692;11241,34054;-19375,27823
0,188949;8974,179422;1312,566963;-10316,57745;2,265597058;-1,29462689;3,88388067;7661,61246;11629,14441;-19290,75687
0,189014;8849,883308;1496,525211;-10470,70463;2,265597058;-0,970970168;3,88388067;7353,358097;11967,22984;-19320,58794
0,189079;8646,037682;1769,976662;-10550,25415;2,265597058;-1,29462689;3,560223948;6876,06102;12320,23081;-19196,29183
0,189144;8486,938656;2058,343646;-10684,49395;2,265597058;-1,29462689;3,560223948;6428,59501;12742,8376;-19171,4326
0,189209;8322,867785;2301,964029;-10783,93084;2,58925378;-1,29462689;3,88388067;6020,903756;13085,89487;-19106,79863
0,189274;8119,022159;2590,331013;-10833,64929;2,265597058;-1,29462689;3,560223948;5528,691145;13423,9803;-18952,67144
0,189339;7915,176532;2833,951396;-10938,05802;2,265597058;-1,29462689;3,560223948;5081,225135;13772,00942;-18853,23455
0,189404;7711,330905;3117,346536;-10997,72016;2,58925378;-1,29462689;3,560223948;4593,984369;14115,06669;-18709,05106
0,189469;7547,260035;3405,71352;-11067,32598;2,58925378;-1,29462689;3,560223948;4141,546514;14473,0395;-18614,58601
0,189534;7303,639652;3649,333904;-11151,84734;2,58925378;-1,29462689;3,236567225;3654,305748;14801,18124;-18455,48699
0,189599;7099,794025;3892,954287;-11201,56578;2,912910503;-1,29462689;3,560223948;3206,839738;15094,52007;-18301,35981
0,189664;6811,427041;4181,321271;-11271,17161;2,58925378;-1,29462689;3,236567225;2630,10577;15452,49288;-18082,59865
0,189729;6528,031901;4464,716411;-11261,22792;2,58925378;-1,618283613;3,236567225;2063,31549;15725,94433;-17789,25982
0,189794;6528,031901;4753,083395;-11380,55219;2,912910503;-1,29462689;3,236567225;1774,948506;16133,63558;-17908,58409
0,189859;6160,115404;4961,900866;-11320,89005;2,912910503;-1,29462689;2,912910503;1198,214538;16282,79092;-17481,00546
0,189924;5996,044534;5280,098918;-11261,22792;2,58925378;-1,29462689;2,912910503;715,945616;16541,32684;-17257,27245
0,189989;5752,42415;5528,691145;-11310,94636;2,912910503;-0,970970168;2,912910503;223,733005;16839,63751;-17063,37051
0,190054;5508,803767;5737,508617;-11301,00267;2,58925378;-1,29462689;2,58925378;-228,7048495;17038,51129;-16809,80644
0,190119;5265,183384;5976,157155;-11261,22792;2,58925378;-1,29462689;2,58925378;-710,9737714;17237,38507;-16526,4113
0,190184;4976,8164;6184,974627;-11221,45316;2,912910503;-1,29462689;2,58925378;-1208,158227;17406,42779;-16198,26956
0,190249;4733,196017;6428,59501;-11211,50947;2,58925378;-1,29462689;2,265597058;-1695,398993;17640,10448;-15944,70549
0,190314;4489,575633;6672,215393;-11181,6784;2,58925378;-1,29462689;2,265597058;-2182,63976;17853,8938;-15671,25404
0,190379;4206,180494;6881,032864;-11141,90365;2,912910503;-1,29462689;2,265597058;-2674,852371;18022,93651;-15348,08414
0,190444;3957,588266;7119,681403;-11097,15705;2,58925378;-1,29462689;1,941940335;-3162,093137;18216,83845;-15054,74531
0,190509;3674,193126;7368,273631;-11057,38229;2,912910503;-1,29462689;1,941940335;-3694,080505;18425,65592;-14731,57542
0,190574;3390,797987;7577,091102;-10987,77647;2,912910503;-1,29462689;1,941940335;-4186,293115;18564,86757;-14378,57445
0,190639;3142,205759;7746,133817;-10938,05802;2,58925378;-1,29462689;1,941940335;-4603,928058;18684,19184;-14080,26378
0,190704;2858,810619;7945,007599;-10863,48035;2,58925378;-1,29462689;1,618283613;-5086,19698;18808,48795;-13722,29097
0,190769;2615,190236;8148,853226;-10783,93084;2,58925378;-0,970970168;1,618283613;-5533,66299;18932,78407;-13399,12108
0,190834;2326,823252;8352,698853;-10699,40948;2,58925378;-1,29462689;1,618283613;-6025,875601;19052,10834;-13026,23273
0,190899;2083,202869;8521,741568;-10619,85997;2,58925378;-1,29462689;1,618283613;-6438,538699;19141,60154;-12703,06284
0,190964;1839,582485;8685,812438;-10510,47939;2,58925378;-0,970970168;1,618283613;-6846,229953;19196,29183;-12350,06188
0,191029;1556,187346;8844,911464;-10386,18328;2,265597058;-0,970970168;1,29462689;-7288,724118;19231,09474;-11942,37062
0,191094;1267,820362;9008,982334;-10261,88716;2,58925378;-0,970970168;1,29462689;-7741,161972;19270,8695;-11529,70752
0,191159;1024,199978;9173,053204;-10172,39396;2,58925378;-0,970970168;1,29462689;-8148,853226;19345,44716;-11196,59394
0,191224;780,5795952;9337,124075;-10058,04154;2,265597058;-0,970970168;1,29462689;-8556,54448;19395,16561;-10838,62113
0,191289;492,212611;9466,392033;-9968,548333;2,58925378;-0,970970168;1,29462689;-8974,179422;19434,94037;-10460,76094
0,191354;169,0427149;9620,519214;-9789,561929;2,58925378;-0,647313445;1,29462689;-9451,476499;19410,08114;-9958,604644
0,191419;-74,57766833;9784,590085;-9650,350282;2,265597058;-0,970970168;0,970970168;-9859,167753;19434,94037;-9575,772613
0,191484;-323,1698961;9879,055131;-9531,026012;2,58925378;-0,647313445;0,970970168;-10202,22503;19410,08114;-9207,856116
0,191549;-566,7902793;10067,98522;-9371,926987;2,58925378;-0,647313445;0,970970168;-10634,7755;19439,91221;-8805,136707
0,191614;-850,1854189;10162,45027;-9207,856116;2,58925378;-0,647313445;0,970970168;-11012,63569;19370,30639;-8357,670697
0,191679;-1093,805802;10281,77454;-9113,39107;2,58925378;-0,647313445;0,970970168;-11375,58034;19395,16561;-8019,585268
0,191744;-1382,172786;10366,2959;-8964,235733;2,265597058;-0,647313445;0,970970168;-11748,46868;19330,53163;-7582,062947
0,191809;-1625,79317;10416,01434;-8800,164863;2,265597058;-0,647313445;0,970970168;-12041,80751;19216,17921;-7174,371693
0,191874;-1909,188309;10525,39492;-8606,262925;2,58925378;-0,647313445;0,970970168;-12434,58323;19131,65785;-6697,074616
0,191939;-2157,780537;10649,69104;-8501,854189;2,265597058;-0,323656723;0,970970168;-12807,47157;19151,54523;-6344,073652
0,192004;-2441,175677;10734,21239;-8322,867785;2,58925378;-0,647313445;0,647313445;-13175,38807;19057,08018;-5881,692109
0,192069;-2684,79606;10853,53666;-8119,022159;2,265597058;-0,323656723;0,970970168;-13538,33272;18972,55882;-5434,226099
0,192134;-2973,163044;10938,05802;-7885,345465;2,58925378;-0,323656723;0,647313445;-13911,22107;18823,40349;-4912,182421
0,192199;-3256,558184;11022,57938;-7671,556149;2,58925378;-0,323656723;0,647313445;-14279,13756;18694,13553;-4414,997965
0,192264;-3539,953323;11067,32598;-7467,710522;2,58925378;0;0,647313445;-14607,2793;18535,0365;-3927,757199
0,192329;-3788,545551;11141,90365;-7234,033828;2,58925378;0;0,647313445;-14930,4492;18375,93748;-3445,488277
0,192394;-4071,940691;11191,62209;-7020,244512;2,58925378;0;0,323656723;-15263,56278;18211,86661;-2948,303821
0,192459;-4315,561074;11266,19976;-6786,567818;2,58925378;0;0,323656723;-15581,76084;18052,76758;-2471,006744
0,192524;-4603,928058;11310,94636;-6572,778502;2,58925378;0;0,647313445;-15914,87442;17883,72487;-1968,850444
0,192589;-4807,773685;11355,69296;-6334,129963;2,265597058;0;0,323656723;-16163,46665;17689,82293;-1526,356278
0,192654;-5091,168825;11320,89005;-6090,50958;2,58925378;0,323656723;0,323656723;-16412,05888;17411,39963;-999,3407556
0,192719;-5334,789208;11355,69296;-5876,720264;2,265597058;0,323656723;0,323656723;-16690,48217;17232,41323;-541,9310565
