Tempo;V1;V2;V3;A1;A2;A3;U1;U2;U3
s;V;V;V;A;A;A;V;V;V
0.000000;129.2679584;-9729.899795;9714.984261;-2.265597058;0.970970168;3.560223948;9859.167753;-19444.88406;9585.716302
0.000065;412.6630981;-9829.336686;9565.828924;-2.265597058;0.970970168;3.560223948;10241.99978;-19395.16561;9153.165826
0.000130;656.2834813;-9978.492022;9436.560966;-2.265597058;0.970970168;3.88388067;10634.7755;-19415.05299;8780.277485
0.000196;944.6504655;-10072.95707;9282.433785;-2.265597058;0.647313445;3.560223948;11017.60753;-19355.39085;8337.783319
0.000261;1188.270849;-10187.30949;9153.165826;-2.265597058;0.970970168;3.88388067;11375.58034;-19340.47532;7964.894977
0.000326;1431.891232;-10311.60561;9028.869712;-2.265597058;0.970970168;3.88388067;11743.49684;-19340.47532;7596.97848
0.000391;1675.511615;-10435.90172;8874.742531;-1.941940335;0.647313445;3.560223948;12111.41334;-19310.64425;7199.230916
0.000457;1963.878599;-10485.62017;8680.840593;-1.941940335;0.647313445;3.88388067;12449.49877;-19166.46076;6716.961994
0.000522;2247.273739;-10599.97259;8476.994967;-1.941940335;0.647313445;3.88388067;12847.24633;-19076.96756;6229.721228
0.000585;2490.894122;-10684.49395;8337.783319;-2.265597058;0.647313445;3.88388067;13175.38807;-19022.27727;5846.889197
0.000650;2734.514505;-10764.04346;8148.853226;-1.941940335;0.647313445;3.88388067;13498.55797;-18912.89669;5414.338721
0.000715;3022.88149;-10848.56482;7945.007599;-2.265597058;0.647313445;3.88388067;13871.44631;-18793.57242;4922.12611
0.000780;3266.501873;-10967.88909;7741.161972;-2.58925378;0.647313445;4.207537393;14234.39096;-18709.05106;4474.6601
0.000845;3549.897012;-11017.60753;7537.316346;-2.265597058;0.647313445;4.207537393;14567.50455;-18554.92388;3987.419333
0.000910;3838.263997;-11092.1852;7333.470719;-2.265597058;0.323656723;4.207537393;14930.4492;-18425.65592;3495.206722
