Tempo;V1;V2;V3;A1;A2;A3;U1;U2;U3
s;V;V;V;A;A;A;V;V;V
0.353275;11176.70656;-6841.258108;-4504.491167;0.323656723;-1.29462689;5.178507561;18017.96467;-2336.766941;-15681.19773
0.353340;11216.48132;-6637.412481;-4787.886307;0.323656723;-1.618283613;4.854850838;17853.8938;-1849.526175;-16004.36762
0.353405;11216.48132;-6354.017342;-5041.450379;0.647313445;-1.29462689;4.854850838;17570.49866;-1312.566963;-16257.9317
0.353470;11216.48132;-6145.19987;-5285.070762;0.647313445;-1.29462689;4.854850838;17361.68119;-860.1291081;-16501.55208
0.353535;11216.48132;-5906.551332;-5498.860078;0.647313445;-1.618283613;4.854850838;17123.03265;-407.6912535;-16715.34139
0.353600;11256.25607;-5662.930948;-5767.339684;0.647313445;-1.29462689;5.178507561;16919.18702;104.4087357;-17023.59576
0.353665;11216.48132;-5414.338721;-6020.903756;0.970970168;-1.29462689;4.854850838;16630.82004;606.5650357;-17237.38507
0.353730;11216.48132;-5170.718337;-6234.693072;0.970970168;-1.618283613;4.854850838;16387.19965;1063.974735;-17451.17439
0.353795;11176.70656;-4927.097954;-6498.200834;1.29462689;-1.29462689;5.178507561;16103.80451;1571.102879;-17674.90739
0.353860;11136.9318;-4683.477571;-6721.933839;0.970970168;-1.29462689;4.854850838;15820.40937;2038.456268;-17858.86564
0.353925;11136.9318;-4434.885343;-6955.610533;1.29462689;-1.29462689;4.854850838;15571.81715;2520.725189;-18092.54234
0.353990;11092.1852;-4151.490204;-7169.399849;1.618283613;-1.29462689;4.854850838;15243.67541;3017.909645;-18261.58505
0.354055;11012.63569;-3863.123219;-7373.245475;1.29462689;-1.29462689;4.854850838;14875.75891;3510.122256;-18385.88117
0.354120;10933.08618;-3579.72808;-7611.894014;1.618283613;-1.618283613;4.854850838;14512.81426;4032.165934;-18544.98019
0.354185;10888.33958;-3291.361096;-7825.68333;1.618283613;-1.29462689;4.854850838;14179.70067;4534.322234;-18714.02291
0.354250;10848.56482;-3047.740712;-8029.528957;1.618283613;-1.29462689;4.854850838;13896.30553;4981.788244;-18878.09378
0.354315;10769.01531;-2759.373728;-8198.571672;1.618283613;-1.29462689;4.531194115;13528.38903;5439.197943;-18967.58698
0.354380;10644.71919;-2515.753345;-8392.473609;1.941940335;-1.29462689;4.854850838;13160.47254;5876.720264;-19037.1928
0.354445;10565.16968;-2232.358205;-8596.319236;1.941940335;-1.29462689;4.531194115;12797.52789;6363.961031;-19161.48892
0.354510;10480.64832;-1983.765978;-8735.530884;1.941940335;-1.29462689;4.531194115;12464.4143;6751.764906;-19216.17921
0.354575;10401.09881;-1700.370838;-8894.629909;1.941940335;-1.29462689;4.531194115;12101.46965;7194.259071;-19295.72872
0.354640;10276.8027;-1412.003854;-9018.926023;1.941940335;-1.29462689;4.531194115;11688.80655;7606.922169;-19295.72872
0.354705;10157.47843;-1168.38347;-9207.856116;1.941940335;-1.29462689;4.207537393;11325.8619;8039.472646;-19365.33454
0.354770;10033.18231;-959.5659992;-9381.870676;1.941940335;-0.970970168;4.531194115;10992.74831;8422.304677;-19415.05299
0.354835;9913.858043;-641.3679476;-9511.138634;1.941940335;-1.29462689;4.207537393;10555.22599;8869.770687;-19424.99668
0.354900;9789.561929;-353.0009634;-9630.462903;1.941940335;-1.29462689;4.207537393;10142.56289;9277.46194;-19420.02483
0.354965;9665.265815;-109.3805802;-9789.561929;2.265597058;-1.29462689;4.207537393;9774.646396;9680.181349;-19454.82774
0.355030;9545.941546;178.986404;-9918.829888;1.941940335;-1.29462689;4.207537393;9366.955142;10097.81629;-19464.77143
0.355095;9381.870676;462.3815436;-10038.15416;2.265597058;-1.29462689;4.207537393;8919.489132;10500.5357;-19420.02483
0.355160;9257.574562;785.5514397;-10132.6192;2.265597058;-1.29462689;4.207537393;8472.023122;10918.17064;-19390.19377
0.355225;9098.475536;964.5378437;-10276.8027;2.265597058;-1.29462689;4.207537393;8133.937692;11241.34054;-19375.27823
0.355290;8974.179422;1312.566963;-10316.57745;2.265597058;-1.29462689;3.88388067;7661.61246;11629.14441;-19290.75687
0.355355;8849.883308;1496.525211;-10470.70463;2.265597058;-0.970970168;3.88388067;7353.358097;11967.22984;-19320.58794
0.355420;8646.037682;1769.976662;-10550.25415;2.265597058;-1.29462689;3.560223948;6876.06102;12320.23081;-19196.29183
0.355485;8486.938656;2058.343646;-10684.49395;2.265597058;-1.29462689;3.560223948;6428.59501;12742.8376;-19171.4326
0.355550;8322.867785;2301.964029;-10783.93084;2.58925378;-1.29462689;3.88388067;6020.903756;13085.89487;-19106.79863
0.355615;8119.022159;2590.331013;-10833.64929;2.265597058;-1.29462689;3.560223948;5528.691145;13423.9803;-18952.67144
0.355680;7915.176532;2833.951396;-10938.05802;2.265597058;-1.29462689;3.560223948;5081.225135;13772.00942;-18853.23455
0.355745;7711.330905;3117.346536;-10997.72016;2.58925378;-1.29462689;3.560223948;4593.984369;14115.06669;-18709.05106
0.355810;7547.260035;3405.71352;-11067.32598;2.58925378;-1.29462689;3.560223948;4141.546514;14473.0395;-18614.58601
0.355875;7303.639652;3649.333904;-11151.84734;2.58925378;-1.29462689;3.236567225;3654.305748;14801.18124;-18455.48699
0.355940;7099.794025;3892.954287;-11201.56578;2.912910503;-1.29462689;3.560223948;3206.839738;15094.52007;-18301.35981
0.356005;6811.427041;4181.321271;-11271.17161;2.58925378;-1.29462689;3.236567225;2630.10577;15452.49288;-18082.59865
0.356070;6528.031901;4464.716411;-11261.22792;2.58925378;-1.618283613;3.236567225;2063.31549;15725.94433;-17789.25982
0.356135;6528.031901;4753.083395;-11380.55219;2.912910503;-1.29462689;3.236567225;1774.948506;16133.63558;-17908.58409
0.356200;6160.115404;4961.900866;-11320.89005;2.912910503;-1.29462689;2.912910503;1198.214538;16282.79092;-17481.00546
0.356265;5996.044534;5280.098918;-11261.22792;2.58925378;-1.29462689;2.912910503;715.945616;16541.32684;-17257.27245
0.356330;5752.42415;5528.691145;-11310.94636;2.912910503;-0.970970168;2.912910503;223.733005;16839.63751;-17063.37051
0.356395;5508.803767;5737.508617;-11301.00267;2.58925378;-1.29462689;2.58925378;-228.7048495;17038.51129;-16809.80644
0.356460;5265.183384;5976.157155;-11261.22792;2.58925378;-1.29462689;2.58925378;-710.9737714;17237.38507;-16526.4113
0.356525;4976.8164;6184.974627;-11221.45316;2.912910503;-1.29462689;2.58925378;-1208.158227;17406.42779;-16198.26956
0.356590;4733.196017;6428.59501;-11211.50947;2.58925378;-1.29462689;2.265597058;-1695.398993;17640.10448;-15944.70549
0.356655;4489.575633;6672.215393;-11181.6784;2.58925378;-1.29462689;2.265597058;-2182.63976;17853.8938;-15671.25404
0.356720;4206.180494;6881.032864;-11141.90365;2.912910503;-1.29462689;2.265597058;-2674.852371;18022.93651;-15348.08414
0.356785;3957.588266;7119.681403;-11097.15705;2.58925378;-1.29462689;1.941940335;-3162.093137;18216.83845;-15054.74531
0.356850;3674.193126;7368.273631;-11057.38229;2.912910503;-1.29462689;1.941940335;-3694.080505;18425.65592;-14731.57542
0.356915;3390.797987;7577.091102;-10987.77647;2.912910503;-1.29462689;1.941940335;-4186.293115;18564.86757;-14378.57445
0.356980;3142.205759;7746.133817;-10938.05802;2.58925378;-1.29462689;1.941940335;-4603.928058;18684.19184;-14080.26378
0.357045;2858.810619;7945.007599;-10863.48035;2.58925378;-1.29462689;1.618283613;-5086.19698;18808.48795;-13722.29097
0.357110;2615.190236;8148.853226;-10783.93084;2.58925378;-0.970970168;1.618283613;-5533.66299;18932.78407;-13399.12108
0.357175;2326.823252;8352.698853;-10699.40948;2.58925378;-1.29462689;1.618283613;-6025.875601;19052.10834;-13026.23273
0.357240;2083.202869;8521.741568;-10619.85997;2.58925378;-1.29462689;1.618283613;-6438.538699;19141.60154;-12703.06284
0.357305;1839.582485;8685.812438;-10510.47939;2.58925378;-0.970970168;1.618283613;-6846.229953;19196.29183;-12350.06188
0.357370;1556.187346;8844.911464;-10386.18328;2.265597058;-0.970970168;1.29462689;-7288.724118;19231.09474;-11942.37062
0.357435;1267.820362;9008.982334;-10261.88716;2.58925378;-0.970970168;1.29462689;-7741.161972;19270.8695;-11529.70752
0.357500;1024.199978;9173.053204;-10172.39396;2.58925378;-0.970970168;1.29462689;-8148.853226;19345.44716;-11196.59394
0.357565;780.5795952;9337.124075;-10058.04154;2.265597058;-0.970970168;1.29462689;-8556.54448;19395.16561;-10838.62113
0.357630;492.212611;9466.392033;-9968.548333;2.58925378;-0.970970168;1.29462689;-8974.179422;19434.94037;-10460.76094
0.357695;169.0427149;9620.519214;-9789.561929;2.58925378;-0.647313445;1.29462689;-9451.476499;19410.08114;-9958.604644
0.357760;-74.57766833;9784.590085;-9650.350282;2.265597058;-0.970970168;0.970970168;-9859.167753;19434.94037;-9575.772613
0.357825;-323.1698961;9879.055131;-9531.026012;2.58925378;-0.647313445;0.970970168;-10202.22503;19410.08114;-9207.856116
0.357890;-566.7902793;10067.98522;-9371.926987;2.58925378;-0.647313445;0.970970168;-10634.7755;19439.91221;-8805.136707
0.357955;-850.1854189;10162.45027;-9207.856116;2.58925378;-0.647313445;0.970970168;-11012.63569;19370.30639;-8357.670697
0.358020;-1093.805802;10281.77454;-9113.39107;2.58925378;-0.647313445;0.970970168;-11375.58034;19395.16561;-8019.585268
0.358085;-1382.172786;10366.2959;-8964.235733;2.265597058;-0.647313445;0.970970168;-11748.46868;19330.53163;-7582.062947
0.358150;-1625.79317;10416.01434;-8800.164863;2.265597058;-0.647313445;0.970970168;-12041.80751;19216.17921;-7174.371693
0.358215;-1909.188309;10525.39492;-8606.262925;2.58925378;-0.647313445;0.970970168;-12434.58323;19131.65785;-6697.074616
0.358280;-2157.780537;10649.69104;-8501.854189;2.265597058;-0.323656723;0.970970168;-12807.47157;19151.54523;-6344.073652
0.358345;-2441.175677;10734.21239;-8322.867785;2.58925378;-0.647313445;0.647313445;-13175.38807;19057.08018;-5881.692109
0.358410;-2684.79606;10853.53666;-8119.022159;2.265597058;-0.323656723;0.970970168;-13538.33272;18972.55882;-5434.226099
0.358475;-2973.163044;10938.05802;-7885.345465;2.58925378;-0.323656723;0.647313445;-13911.22107;18823.40349;-4912.182421
0.358540;-3256.558184;11022.57938;-7671.556149;2.58925378;-0.323656723;0.647313445;-14279.13756;18694.13553;-4414.997965
0.358605;-3539.953323;11067.32598;-7467.710522;2.58925378;0;0.647313445;-14607.2793;18535.0365;-3927.757199
0.358670;-3788.545551;11141.90365;-7234.033828;2.58925378;0;0.647313445;-14930.4492;18375.93748;-3445.488277
0.358735;-4071.940691;11191.62209;-7020.244512;2.58925378;0;0.323656723;-15263.56278;18211.86661;-2948.303821
0.358800;-4315.561074;11266.19976;-6786.567818;2.58925378;0;0.323656723;-15581.76084;18052.76758;-2471.006744
0.358865;-4603.928058;11310.94636;-6572.778502;2.58925378;0;0.647313445;-15914.87442;17883.72487;-1968.850444
0.358930;-4807.773685;11355.69296;-6334.129963;2.265597058;0;0.323656723;-16163.46665;17689.82293;-1526.356278
0.358995;-5091.168825;11320.89005;-6090.50958;2.58925378;0.323656723;0.323656723;-16412.05888;17411.39963;-999.3407556
0.359060;-5334.789208;11355.69296;-5876.720264;2.265597058;0.323656723;0.323656723;-16690.48217;17232.41323;-541.9310565
0.359125;-5578.409591;11360.66481;-5672.874638;2.265597058;0.323656723;0.323656723;-16939.0744;17033.53945;-94.46504655
