Time;V1;V2;V3;A1;A2;A3;U1;U2;U3
s;V;V;V;A;A;A;V;V;V
0,5201300;11340,77743;-5210,493094;-6145,19987;0,647313445;-1,29462689;4,854850838;16551,27052;934,7067764;-17485,9773
0,5201950;11256,25607;-4966,872711;-6388,820253;0,970970168;-1,29462689;4,854850838;16223,12878;1421,947543;-17645,07633
0,5202600;11256,25607;-4723,252327;-6632,440637;0,647313445;-1,618283613;4,531194115;15979,5084;1909,188309;-17888,69671
0,5203250;11256,25607;-4434,885343;-6876,06102;0,970970168;-1,618283613;4,531194115;15691,14142;2441,175677;-18132,31709
0,5203900;11216,48132;-4191,26496;-7089,850336;0,970970168;-1,618283613;4,531194115;15407,74628;2898,585376;-18306,33165
0,5204550;11136,9318;-3902,897976;-7293,695963;0,970970168;-1,618283613;4,531194115;15039,82978;3390,797987;-18430,62777
0,5205200;11052,41045;-3619,502836;-7527,372657;0,970970168;-1,618283613;4,531194115;14671,91328;3907,86982;-18579,7831
0,5205850;10972,86093;-3331,135852;-7741,161972;0,970970168;-1,618283613;4,531194115;14303,99679;4410,02612;-18714,02291
0,5206500;10933,08618;-3087,515469;-7974,838667;0,970970168;-1,941940335;4,207537393;14020,60165;4887,323198;-18907,92484
0,5207150;10848,56482;-2843,895086;-8158,796915;1,29462689;-1,618283613;4,207537393;13692,45991;5314,90183;-19007,36173
0,5207800;10769,01531;-2555,528101;-8322,867785;1,29462689;-1,618283613;4,207537393;13324,54341;5767,339684;-19091,88309
0,5208450;10644,71919;-2272,132962;-8486,938656;1,29462689;-1,941940335;3,88388067;12916,85215;6214,805694;-19131,65785
0,5209100;10604,94444;-1983,765978;-8680,840593;1,29462689;-1,618283613;4,207537393;12588,71041;6697,074616;-19285,78503
0,5209750;10480,64832;-1774,948506;-8854,855153;1,29462689;-1,618283613;3,88388067;12255,59683;7079,906647;-19335,50348
0,5210400;10361,32405;-1496,525211;-9013,954179;1,29462689;-1,941940335;3,88388067;11857,84926;7517,428967;-19375,27823
0,5211050;10237,02794;-1208,158227;-9143,222137;1,618283613;-1,618283613;3,88388067;11445,18617;7935,06391;-19380,25008
0,5211700;10157,47843;-924,7630873;-9332,15223;1,618283613;-1,618283613;3,88388067;11082,24151;8407,389143;-19489,63066
0,5212350;10033,18231;-715,945616;-9471,363878;1,29462689;-1,941940335;3,88388067;10749,12793;8755,418262;-19504,54619
0,5213000;9913,858043;-397,7475644;-9590,688147;1,618283613;-1,618283613;3,88388067;10311,60561;9192,940583;-19504,54619
0,5213650;9789,561929;-149,1553367;-9749,787173;1,618283613;-1,618283613;3,88388067;9938,717266;9600,631836;-19539,3491
0,5214300;9665,265815;174,0145594;-9874,083287;1,618283613;-1,941940335;3,560223948;9491,251256;10048,09785;-19539,3491
0,5214950;9461,420189;387,8038753;-10033,18231;1,941940335;-1,618283613;3,88388067;9073,616313;10420,98619;-19494,6025
0,5215600;9342,095919;626,452414;-10162,45027;1,941940335;-1,618283613;3,560223948;8715,643505;10788,90268;-19504,54619
0,5216250;9217,799805;875,0446417;-10281,77454;1,618283613;-1,618283613;3,236567225;8342,755164;11156,81918;-19499,57435
0,5216900;9053,728935;1158,439781;-10406,07065;1,941940335;-1,618283613;3,560223948;7895,289154;11564,51044;-19459,79959
0,5217550;8849,883308;1446,806766;-10530,36677;1,941940335;-1,618283613;3,560223948;7403,076543;11977,17353;-19380,25008
0,5218200;8730,559039;1730,201905;-10590,0289;1,941940335;-1,941940335;3,560223948;7000,357134;12320,23081;-19320,58794
0,5218850;8526,713412;1973,822288;-10689,46579;1,941940335;-1,618283613;3,236567225;6552,891124;12663,28808;-19216,17921
0,5219500;8362,642542;2262,189273;-10754,09977;1,941940335;-1,618283613;3,236567225;6100,453269;13016,28905;-19116,74231
0,5220150;8198,571672;2505,809656;-10853,53666;1,941940335;-1,941940335;3,236567225;5692,762016;13359,34632;-19052,10834
0,5220800;7994,726045;2794,17664;-10913,1988;2,265597058;-1,618283613;3,236567225;5200,549405;13707,37544;-18907,92484
0,5221450;7830,655174;3037,797023;-11017,60753;2,265597058;-1,618283613;3,236567225;4792,858151;14055,40456;-18848,26271
0,5222100;7587,034791;3321,192163;-11047,4386;2,265597058;-1,941940335;2,912910503;4265,842628;14368,63076;-18634,47339
0,5222750;7383,189164;3609,559147;-11141,90365;2,265597058;-1,618283613;3,236567225;3773,630017;14751,4628;-18525,09281
0,5223400;7139,568781;3892,954287;-11201,56578;2,58925378;-1,618283613;3,236567225;3246,614495;15094,52007;-18341,13456
0,5224050;6935,723155;4181,321271;-11271,17161;2,265597058;-1,941940335;2,912910503;2754,401884;15452,49288;-18206,89476
0,5224700;6731,877528;4424,941654;-11320,89005;2,58925378;-1,618283613;3,236567225;2306,935874;15745,83171;-18052,76758
0,5225350;6488,257145;4713,308638;-11330,83374;2,58925378;-1,618283613;2,912910503;1774,948506;16044,14238;-17819,09089
0,5226000;6244,636761;4956,929022;-11365,63665;2,58925378;-1,618283613;2,912910503;1287,70774;16322,56567;-17610,27341
0,5226650;6040,791135;5200,549405;-11405,41141;2,58925378;-1,29462689;2,912910503;840,2417298;16605,96081;-17446,20254
0,5227300;5836,945508;5409,366876;-11415,3551;2,58925378;-1,618283613;2,58925378;427,5786317;16824,72197;-17252,30061
0,5227950;5588,35328;5652,987259;-11415,3551;2,58925378;-1,618283613;2,58925378;-64,63397922;17068,34236;-17003,70838
0,5228600;5265,183384;5861,804731;-11355,69296;2,912910503;-1,29462689;2,58925378;-596,6213466;17217,49769;-16620,87635
0,5229250;4976,8164;6140,228026;-11301,00267;2,58925378;-1,618283613;2,58925378;-1163,411626;17441,2307;-16277,81907
0,5229900;4733,196017;6349,045497;-11320,89005;2,58925378;-1,618283613;2,265597058;-1615,84948;17669,93555;-16054,08607
0,5230550;4529,35039;6592,66588;-11301,00267;2,912910503;-1,29462689;2,265597058;-2063,31549;17893,66855;-15830,35306
0,5231200;4245,95525;6761,708595;-11261,22792;2,912910503;-1,29462689;2,265597058;-2515,753345;18022,93651;-15507,18317
0,5231850;3957,588266;7000,357134;-11191,62209;2,912910503;-1,29462689;1,941940335;-3042,768868;18191,97923;-15149,21036
0,5232500;3674,193126;7283,752273;-11141,90365;2,912910503;-1,29462689;2,265597058;-3609,559147;18425,65592;-14816,09677
0,5233150;3430,572743;7492,569745;-11097,15705;2,912910503;-1,29462689;1,941940335;-4061,997002;18589,72679;-14527,72979
0,5233800;3186,95236;7696,415371;-11027,55122;2,912910503;-1,29462689;1,941940335;-4509,463012;18723,96659;-14214,50358
0,5234450;2858,810619;7865,458086;-10977,83278;2,912910503;-0,970970168;1,941940335;-5006,647467;18843,29086;-13836,6434
0,5235100;2575,41548;8064,331869;-10873,42404;2,912910503;-1,29462689;1,941940335;-5488,916389;18937,75591;-13448,83952
0,5235750;2326,823252;8307,952252;-10813,76191;2,58925378;-1,29462689;1,618283613;-5981,129;19121,71416;-13140,58516
0,5236400;2083,202869;8442,192055;-10744,15608;2,912910503;-0,970970168;1,941940335;-6358,989186;19186,34814;-12827,35895
0,5237050;1839,582485;8601,291081;-10629,80366;2,58925378;-0,970970168;1,618283613;-6761,708595;19231,09474;-12469,38614
0,5237700;1556,187346;8765,361951;-10540,31046;2,58925378;-0,970970168;1,618283613;-7209,174605;19305,67241;-12096,4978
0,5238350;1267,820362;8929,432821;-10425,95803;2,912910503;-0,647313445;1,618283613;-7661,61246;19355,39085;-11693,77839
0,5239000;1024,199978;9128,306603;-10306,63376;2,58925378;-0,970970168;1,618283613;-8104,106625;19434,94037;-11330,83374
0,5239650;740,8048387;9222,77165;-10212,16872;2,58925378;-0,970970168;1,29462689;-8481,966811;19434,94037;-10952,97356
0,5240300;492,212611;9411,701743;-10063,01338;2,912910503;-0,647313445;1,29462689;-8919,489132;19474,71512;-10555,22599
0,5240950;208,8174713;9511,138634;-9998,379401;2,58925378;-0,970970168;1,29462689;-9302,321163;19509,51803;-10207,19687
0,5241600;-119,3242693;9665,265815;-9829,336686;2,912910503;-0,970970168;1,29462689;-9784,590085;19494,6025;-9710,012416
0,5242250;-362,9446525;9789,561929;-9695,096883;2,58925378;-0,647313445;1,29462689;-10152,50658;19484,65881;-9332,15223
