Index;U;V;W
1;7960,321140427323;7962,980096076013;8044,86090988316
2;16,183478673861757;15,149903826272284;18,315261443315364
3;4,811700726172238;3,818139436745411;10,630610868677474
4;4,406714155639034;3,9451524078195446;3,094677113200292
5;12,705755487852375;6,497356522413524;15,152657325749258
6;2,0740004737573376;2,9577460469229426;3,564226173973912
7;37,16849426031812;34,06739757586245;36,57190957594828
8;1,4476576456354495;2,2458601531404567;3,4509641439950243
9;0,9206058761658629;1,325234278415825;4,474689235376417
10;1,1048565651110323;1,092249179703422;2,0768047054804946
11;5,150194402802802;4,159757881701137;2,712928713171761
12;2,033212153875858;1,0395393628697671;2,0923665222393084
13;5,320821966606535;8,450153575936293;2,2044443878770044
14;3,695683762047919;3,359475412701566;3,3047668631756406
15;2,0595892726408462;3,057792194004711;5,131293272237856
16;1,787542589450795;1,0464715525395265;1,9736846974457543
17;5,7853827432922955;7,385824043141064;7,435550430321029
18;1,83352077389453;1,7676399139548602;2,1539282949264043
19;6,410195203283482;3,5202986907897222;3,136744443662095
20;1,1232128256634955;2,746857054239254;1,9457966710628132
21;3,1239765951569742;1,608831818931454;1,3460908050433096
22;2,46446773430307;1,3545161255959417;2,61606200166545
23;1,138847901164901;1,8543966282631201;2,2090830867153026
24;1,6548092465820734;3,687809039535138;2,3963673433262533
25;1,2617349867398069;2,4299527136802896;1,5605340781577535
26;2,19671776076813;1,2510927989245775;1,7995788657929166
27;5,061891995717423;2,344368949085232;0,5109604730661188
28;2,7202208436037187;2,129556284530175;1,4140594125586707
29;2,948259047376515;1,453546663556812;2,2964036852453824
30;2,051705306580792;2,2138003453462796;1,2256543670716642
31;2,137098208790218;0,814818443410279;1,5381082876793548
32;1,3548069069033033;3,208556141702259;0,9988749268989148
33;2,463524964571794;2,2220033361571523;2,8476986579608594
34;1,6188289401214544;2,085754196147367;0,7630501336365239
35;1,6822787822424106;2,675902527884852;0,8673352400006336
36;1,8937523445870195;1,561255770340288;1,5730192326769257
37;2,954572642614184;0,39060034016970274;1,3346863849704504
38;1,090421612586542;2,815606119375419;0,8009109341289327
39;4,716740079270171;1,618026061661993;1,4996496747068484
40;1,8293750193767246;1,2597636414886955;1,8345743675280184
41;2,157495107965378;1,7182675166570534;3,1267426803847056
42;2,519102409508762;1,5535043793065448;1,8087501496372778
43;2,7194175841425805;1,784754038328107;0,5111140415104405
44;1,4730313267865467;1,7959558099012896;1,8735323041340162
45;0,6394401540736872;2,8140774662075327;1,9220196370959877
46;1,9443643545535747;0,986349053658126;1,743209379810688
47;1,3345679334201432;1,3780058804889825;0,9558560287797602
48;2,41366308898662;3,7307235195397537;1,4833473368091563
49;3,5502976120070757;1,489329016511411;3,1379470596207026
50;2,4831716408498616;0,640802742024693;0,8172422487250637
