Index;U;V;W
1;7920,413384668133;7967,6742025717185;7988,064796362513
2;14,69047333088836;15,540503970840236;15,931320464661624
3;4,976356663881282;6,213924872949071;6,947355844282132
4;4,568985789132367;2,2957711666244918;2,432406996141421
5;13,5620855536099;9,71597804052616;12,572218464041201
6;2,4548021893396514;2,8012163267224497;2,747404202111312
7;31,40757144557912;32,62111128838103;36,494821357572526
8;1,7724675354427148;2,905493315631673;3,372193599601243
9;3,54767798060231;1,7003175996361608;4,452978355030872
10;2,2088511368916413;0,8747222898384615;1,6427059948993565
11;2,5897876052508653;2,252882321700416;3,0127987430457277
12;1,2852985193153572;1,2974490783416797;1,1065793435455964
13;3,970401214912898;6,656045930717353;8,069248167731661
14;3,504038775689175;5,182845167974858;4,510810961317796
15;0,9550386374186577;2,752869806386233;5,578856094613933
16;1,8945883984673395;2,2347448080295402;1,9038669702439284
17;8,930876725196956;8,072943648359187;8,546158156952323
18;3,0043219212553214;3,0029403524667413;1,6914424347574004
19;4,849349562942571;9,456889679434624;5,617062166614538
20;1,468902230283024;1,07173417568404;2,0705878993730122
21;2,4734628036916972;0,6650762654112733;1,7442933745023004
22;1,5506133142153453;1,709037380561896;3,2494385343400007
23;0,6246199811141915;1,443204066744569;1,2946729068913536
24;1,5589576900443154;0,7905250827319403;0,9656187522258699
25;0,24964163628984268;2,615919360267346;2,206941855191032
26;1,2219186391762287;1,7137806250269068;1,9675101842493032
27;1,19886124484191;1,648178937315758;0,9784508275545505
28;2,8778394151420925;0,35360591979052547;3,245803474337487
29;3,1743283603785906;2,649330546805063;0,44204847075840725
30;0,3750941937910292;2,245326268441071;0,969127067554098
31;1,3340961186286033;4,259883677275515;1,9326648150653765
32;3,180351722739578;3,048587479166405;3,285019744974516
33;0,23324648207045323;2,385752242948072;0,9707904322385883
34;2,534583280308371;1,367456920373254;0,6995518399620384
35;0,536254669374405;0,6534358623547994;0,7885658634384092
36;0,805921609073376;2,2073862594715643;0,9883601370766762
37;0,8937754829189534;2,5971782447772362;0,7542134856695195
38;2,3493059368666405;2,369883134301783;1,9838293662569828
39;3,629297711519846;1,4562610181852398;1,0966855965706275
40;2,0030185502634588;1,9118465754420393;3,4132232505683318
41;0,7039605769380949;0,5398273800470689;2,4973940055851442
42;1,44468453549109;1,3781452439805364;1,563656870531088
43;1,7369861969796523;1,7660395501270343;2,9591902336893505
44;0,9046647575335878;2,0001167946917286;1,5808997793060209
45;1,1442956272756228;0,6717051554608484;2,0455785724533144
46;2,0424167410474863;0,9768438747752551;0,9950000342914126
47;2,2968868709359214;0,8958695997765005;1,6923114459927409
48;2,676501460909333;0,852394170980555;3,7011368146930477
49;1,8487913977987194;1,27726470074302;1,4027049160198277
50;3,0017725196326315;2,8904756614826104;0,5956197965462907
