Index;U;V;W
1;7873,59637078731;7988,31795654785;8006,791628577221
2;16,759877489690858;13,638431487442597;16,995513773024253
3;3,788741110839445;3,894402564234302;8,025708441168954
4;3,1628451798141475;2,950726845703292;2,2535484426120456
5;7,578066286810407;6,216209749580408;9,393173446724896
6;1,3751935489350973;2,2610608481547967;0,9587548722896676
7;27,349885832295882;23,88787544817326;30,335110852799815
8;2,6726895283831253;1,3303831305882161;4,70419284290188
9;2,2082811120992227;4,349054636229879;2,1341162375187723
10;2,063681911580781;2,1076767133514043;1,4120477218402407
11;4,487239037417629;3,079954672757274;7,448856684851302
12;0,9413128496260562;2,1623686615668625;1,153566813886595
13;0,41590276552405586;6,885173202165582;5,853450967368533
14;4,160522705579553;3,251958276886424;1,8108260163486765
15;2,5672945572288475;1,2506927828600027;2,918468942717786
16;1,681146374468155;1,3198666624186173;2,2337829284086155
17;7,244017871265454;7,030064311143234;9,506608954090673
18;1,7990543152597112;1,1694202630870827;1,789662850903536
19;5,7252120839241;6,979827582119623;7,902192490687495
20;2,1674621015382005;0,5125243298635;0,7669692119638366
21;3,2209461871306484;1,8779831778345444;5,247574340111388
22;1,6876493830428019;1,0599939953222313;2,0442895859109242
23;1,8767203129099468;3,769645964506441;0,5302122888814998
24;1,0588230709314106;1,364267804118723;1,8100324037437279
25;2,689203805718387;0,9785912625366615;1,5454688547697686
26;3,822210515657256;2,3814544229784405;1,702263924820077
27;3,2687280040964812;1,4249413932963084;4,479354772109041
28;1,165358491290744;1,3653873573004853;0,7263378079450293
29;0,4075076794956618;2,6225778624815748;3,0080596412651714
30;0,8672715160438422;1,8071168503908623;1,841021948635569
31;1,8347132714897345;2,468708411177726;2,358344872432442
32;3,554783684979706;2,393323501565966;1,120928335039515
33;1,3088553811297035;0,5161009507801629;0,9404746895289886
34;0,7175905194481884;3,7281151157122;1,640678425074126
35;0,6678370519081983;2,1720628112584994;4,505289140976926
36;1,5242594791074504;0,31257735883926674;0,7307656962461715
37;0,9156747077793906;1,8925086343722737;4,0782684806963845
38;3,5358521530057025;2,430302538367723;1,7525717412474824
39;2,294738232986691;1,0641984082979976;1,759234076339865
40;1,3063767859996986;1,903092649248694;0,429442271777977
41;2,2189757983565532;1,5967201437645455;1,661966559899292
42;0,8783153770383748;2,1158513843847078;1,3230398386910611
43;1,1412882835024019;3,44249280983733;0,19796377742827953
44;3,0617449731577757;1,3919254054722277;2,173857192178084
45;0,6174458548488178;1,7628062936547189;3,764090573928476
46;3,373571791680215;2,6400522944785907;4,16504444566398
47;0,4281943825173609;1,955768004541456;2,3244572835399193
48;2,3508093645692796;3,189961456450125;0,7072095911482111
49;2,592661162332193;1,0786593611594224;2,762658568366179
50;2,222727153014347;2,6666586401867782;2,1753330944342277
